timer,hart,actual data,actual data diff,,
2162.619508,0,-3435,-343.5,,
2163.474298,0,-2983,-298.3,,
2164.329089,0,-2215,-221.5,,
2165.183879,0,-2587,-258.7,,
2166.038669,0,-2563,-256.3,,
2166.89346,0,-3076,-307.6,,
2167.74825,0,-3425,-342.5,,
2168.60304,0,-2793,-279.3,,
2169.457831,0,-2917,-291.7,,
2170.312621,0,-2835,-283.5,,
2171.167411,0,-2957,-295.7,,
2172.022201,0,-3074,-307.4,,
2172.876992,0,-2851,-285.1,,
2173.731782,0,-3072,-307.2,,
2174.586572,0,-2749,-274.9,,
2175.441363,0,-3187,-318.7,,
2176.296153,0,-3819,-381.9,,
2177.150943,0,-3886,-388.6,,
2178.005734,0,-3683,-368.3,,
2178.860524,0,-2476,-247.6,,
2179.715314,0,-2752,-275.2,,
2180.570105,0,-2405,-240.5,,
2181.424895,0,-2175,-217.5,,
2182.279685,0,-3824,-382.4,,
2183.134476,0,-3440,-344,,
2183.989266,0,-3504,-350.4,,
2184.844056,0,-3370,-337,,
2185.698847,0,-3121,-312.1,,
2186.553637,0,-3801,-380.1,,
2187.408427,0,-3525,-352.5,,
2188.263218,0,-4012,-401.2,,
2189.118008,0,-2766,-276.6,,
2189.972798,0,-1875,-187.5,,
2190.827589,0,-2572,-257.2,,
2191.682379,0,-1788,-178.8,,
2192.537169,0,-2781,-278.1,,
2193.391959,0,-3700,-370,,
2194.24675,0,-3888,-388.8,,
2195.10154,0,-4265,-426.5,,
2195.95633,0,-3628,-362.8,,
2196.811121,0,-3928,-392.8,,
2197.665911,0,-3058,-305.8,,
2198.520701,0,-2939,-293.9,,
2199.375492,0,-2684,-268.4,,
2200.230282,0,-1064,-106.4,,
2201.085072,0,-2331,-233.1,,
2201.939863,0,-2372,-237.2,,
2202.794653,0,-2750,-275,,
2203.649443,0,-4132,-413.2,,
2204.504234,0,-3677,-367.7,,
2205.359024,0,-3726,-372.6,,
2206.213814,0,-3037,-303.7,,
2207.068605,0,-2898,-289.8,,
2207.923395,0,-3347,-334.7,,
2208.778185,0,-3404,-340.4,,
2209.632976,0,-3293,-329.3,,
2210.487766,0,-2815,-281.5,,
2211.342556,0,-3196,-319.6,,
2212.197346,0,-2954,-295.4,,
2213.052137,0,-2811,-281.1,,
2213.906927,0,-3995,-399.5,,
2214.761717,0,-3901,-390.1,,
2215.616508,0,-3042,-304.2,,
2216.471298,0,-3221,-322.1,,
2217.326088,0,-3352,-335.2,,
2218.180879,0,-3053,-305.3,,
2219.035669,0,-3349,-334.9,,
2219.890459,0,-3837,-383.7,,
2220.74525,0,-3441,-344.1,,
2221.60004,0,-3154,-315.4,,
2222.45483,0,-3624,-362.4,,
2223.309621,0,-3294,-329.4,,
2224.164411,0,-2982,-298.2,,
2225.019201,0,-3182,-318.2,,
2225.873992,0,-2714,-271.4,,
2226.728782,0,-2584,-258.4,,
2227.583572,0,-2600,-260,,
2228.438363,0,-3150,-315,,
2229.293153,0,-3553,-355.3,,
2230.147943,0,-3283,-328.3,,
2231.002734,0,-2719,-271.9,,
2231.857524,0,-1268,-126.8,,
2232.712314,0,-1235,-123.5,,
2233.567104,0,-1236,-123.6,,
2234.421895,0,-1134,-113.4,,
2235.276685,0,-2272,-227.2,,
2236.131475,0,-2394,-239.4,,
2236.986266,0,-2502,-250.2,,
2237.841056,0,-2367,-236.7,,
2238.695846,0,-2303,-230.3,,
2239.550637,0,-2597,-259.7,,
2240.405427,0,-2093,-209.3,,
2241.260217,0,-1603,-160.3,,
2242.115008,0,-1320,-132,,
2242.969798,0,-1788,-178.8,,
2243.824588,0,-2541,-254.1,,
2244.679379,0,-3650,-365,,
2245.534169,0,-5456,-545.6,,
2246.388959,0,-6202,-620.2,,
2247.24375,0,-5857,-585.7,,
2248.09854,0,-4978,-497.8,,
2248.95333,0,-4508,-450.8,,
2249.808121,0,-3467,-346.7,,
2250.662911,0,-2041,-204.1,,
2251.517701,0,-2465,-246.5,,
2252.372492,0,-187,-18.7,,
2253.227282,0,1341,134.1,,
2254.082072,0,-944,-94.4,,
2254.936862,0,-47,-4.7,,
2255.791653,0,-828,-82.8,,
2256.646443,0,-3717,-371.7,,
2257.501233,0,-2754,-275.4,,
2258.356024,0,-1937,-193.7,,
2259.210814,0,-3012,-301.2,,
2260.065604,0,-2878,-287.8,,
2260.920395,0,-2317,-231.7,,
2261.775185,0,-3295,-329.5,,
2262.629975,0,-3339,-333.9,,
2263.484766,0,-2851,-285.1,,
2264.339556,0,-3068,-306.8,,
2265.194346,0,-2705,-270.5,,
2266.049137,0,-2615,-261.5,,
2266.903927,0,-3154,-315.4,,
2267.758717,0,-3278,-327.8,,
2268.613508,0,-3121,-312.1,,
2269.468298,0,-3534,-353.4,,
2270.323088,0,-4047,-404.7,,
2271.177879,0,-4481,-448.1,,
2272.032669,0,-4587,-458.7,,
2272.887459,0,-4110,-411,,
2273.742249,0,-3923,-392.3,,
2274.59704,0,-3556,-355.6,,
2275.45183,0,-3176,-317.6,,
2276.30662,0,-3242,-324.2,,
2277.161411,0,-3515,-351.5,,
2278.016201,0,-4001,-400.1,,
2278.870991,0,-4390,-439,,
2279.725782,0,-4570,-457,,
2280.580572,0,-4734,-473.4,,
2281.435362,0,-4690,-469,,
2282.290153,0,-4476,-447.6,,
2283.144943,0,-3835,-383.5,,
2283.999733,0,-3030,-303,,
2284.854524,0,-3226,-322.6,,
2285.709314,0,-2920,-292,,
2286.564104,0,-3049,-304.9,,
2287.418895,0,-4600,-460,,
2288.273685,0,-4265,-426.5,,
2289.128475,0,-4280,-428,,
2289.983266,0,-4573,-457.3,,
2290.838056,0,-3333,-333.3,,
2291.692846,0,-3466,-346.6,,
2292.547637,0,-2499,-249.9,,
2293.402427,0,-3101,-310.1,,
2294.257217,0,-3039,-303.9,,
2295.112007,0,910,91,,
2295.966798,0,-431,-43.1,,
2296.821588,0,-1232,-123.2,,
2297.676378,0,363,36.3,,
2298.531169,0,-2804,-280.4,,
2299.385959,0,-4633,-463.3,,
2300.240749,0,-3249,-324.9,,
2301.09554,0,-2986,-298.6,,
2301.95033,0,-3600,-360,,
2302.80512,0,-2907,-290.7,,
2303.659911,0,-3051,-305.1,,
2304.514701,0,-3907,-390.7,,
2305.369491,0,-4055,-405.5,,
2306.224282,0,-4302,-430.2,,
2307.079072,0,-3680,-368,,
2307.933862,0,-3877,-387.7,,
2308.788653,0,-3996,-399.6,,
2309.643443,0,-3618,-361.8,,
2310.498233,0,-3955,-395.5,,
2311.353024,0,-3086,-308.6,,
2312.207814,0,-3640,-364,,
2313.062604,0,-4173,-417.3,,
2313.917394,0,-3849,-384.9,,
2314.772185,0,-5137,-513.7,,
2315.626975,0,-2560,-256,,
2316.481765,0,-1603,-160.3,,
2317.336556,0,-3006,-300.6,,
2318.191346,0,-579,-57.9,,
2319.046136,0,-1934,-193.4,,
2319.900927,0,-3580,-358,,
2320.755717,0,-2942,-294.2,,
2321.610507,0,-3560,-356,,
2322.465298,0,-3329,-332.9,,
2323.320088,0,-3653,-365.3,,
2324.174878,0,-3426,-342.6,,
2325.029669,0,-3534,-353.4,,
2325.884459,0,-3281,-328.1,,
2326.739249,0,-2247,-224.7,,
2327.59404,0,-2788,-278.8,,
2328.44883,0,-2538,-253.8,,
2329.30362,0,-2951,-295.1,,
2330.158411,0,-4324,-432.4,,
2331.013201,0,-4375,-437.5,,
2331.867991,0,-4089,-408.9,,
2332.722782,0,-3806,-380.6,,
2333.577572,0,-4194,-419.4,,
2334.432362,0,-3713,-371.3,,
2335.287152,0,-3339,-333.9,,
2336.141943,0,-4022,-402.2,,
2336.996733,0,-3201,-320.1,,
2337.851523,0,-3409,-340.9,,
2338.706314,0,-3749,-374.9,,
2339.561104,0,-3727,-372.7,,
2340.415894,0,-4249,-424.9,,
2341.270685,0,-3701,-370.1,,
2342.125475,0,-4084,-408.4,,
2342.980265,0,-3300,-330,,
2343.835056,0,-2645,-264.5,,
2344.689846,0,-3265,-326.5,,
2345.544636,0,-2892,-289.2,,
2346.399427,0,-3123,-312.3,,
2347.254217,0,-2915,-291.5,,
2348.109007,0,-3246,-324.6,,
2348.963798,0,-3278,-327.8,,
2349.818588,0,-2618,-261.8,,
2350.673378,0,-3430,-343,,
2351.528169,0,-2831,-283.1,,
2352.382959,0,-2073,-207.3,,
2353.237749,0,-2956,-295.6,,
2354.09254,0,-2675,-267.5,,
2354.94733,0,-2997,-299.7,,
2355.80212,0,-2955,-295.5,,
2356.65691,0,-3496,-349.6,,
2357.511701,0,-3639,-363.9,,
2358.366491,0,186,18.6,,
2359.221281,0,-288,-28.8,,
2360.076072,0,-781,-78.1,,
2360.930862,0,1023,102.3,,
2361.785652,0,-2017,-201.7,,
2362.640443,0,-3284,-328.4,,
2363.495233,0,-2625,-262.5,,
2364.350023,0,-2725,-272.5,,
2365.204814,0,-2479,-247.9,,
2366.059604,0,-2401,-240.1,,
2366.914394,0,-2074,-207.4,,
2367.769185,0,-2158,-215.8,,
2368.623975,0,-1787,-178.7,,
2369.478765,0,-1278,-127.8,,
2370.333556,0,-1193,-119.3,,
2371.188346,0,-1142,-114.2,,
2372.043136,0,-1704,-170.4,,
2372.897927,0,-2375,-237.5,,
2373.752717,0,-2555,-255.5,,
2374.607507,0,-1675,-167.5,,
2375.462297,0,-1538,-153.8,,
2376.317088,0,-2235,-223.5,,
2377.171878,0,-1057,-105.7,,
2378.026668,0,-1433,-143.3,,
2378.881459,0,-791,-79.1,,
2379.736249,0,1228,122.8,,
2380.591039,0,49,4.9,,
2381.44583,0,112,11.2,,
2382.30062,0,-404,-40.4,,
2383.15541,0,-2118,-211.8,,
2384.010201,0,-2073,-207.3,,
2384.864991,0,-2033,-203.3,,
2385.719781,0,-1429,-142.9,,
2386.574572,0,-996,-99.6,,
2387.429362,0,-1096,-109.6,,
2388.284152,0,-1309,-130.9,,
2389.138943,0,-1125,-112.5,,
2389.993733,0,-1128,-112.8,,
2390.848523,0,-1596,-159.6,,
2391.703314,0,-991,-99.1,,
2392.558104,0,-977,-97.7,,
2393.412894,0,-1829,-182.9,,
2394.267685,0,-1365,-136.5,,
2395.122475,0,-740,-74,,
2395.977265,0,-957,-95.7,,
2396.832055,0,-1157,-115.7,,
2397.686846,0,-1514,-151.4,,
2398.541636,0,-1891,-189.1,,
2399.396426,0,-1896,-189.6,,
2400.251217,0,-1321,-132.1,,
2401.106007,0,-1163,-116.3,,
2401.960797,0,-1821,-182.1,,
2402.815588,0,-881,-88.1,,
2403.670378,0,-870,-87,,
2404.525168,0,-2207,-220.7,,
2405.379959,0,-952,-95.2,,
2406.234749,0,-879,-87.9,,
2407.089539,0,-2361,-236.1,,
2407.94433,0,-1981,-198.1,,
2408.79912,0,-2523,-252.3,,
2409.65391,0,-3377,-337.7,,
2410.508701,0,-3050,-305,,
2411.363491,0,-3496,-349.6,,
2412.218281,0,-4062,-406.2,,
2413.073072,0,-4261,-426.1,,
2413.927862,0,-4565,-456.5,,
2414.782652,0,-4293,-429.3,,
2415.637443,0,-3750,-375,,
2416.492233,0,-2969,-296.9,,
2417.347023,0,-1651,-165.1,,
2418.201813,0,-1981,-198.1,,
2419.056604,0,-2099,-209.9,,
2419.911394,0,-1446,-144.6,,
2420.766184,0,-1302,-130.2,,
2421.620975,0,-362,-36.2,,
2422.475765,0,-505,-50.5,,
2423.330555,0,-619,-61.9,,
2424.185346,0,-830,-83,,
2425.040136,0,-2708,-270.8,,
2425.894926,0,-3261,-326.1,,
2426.749717,0,-2778,-277.8,,
2427.604507,0,-3316,-331.6,,
2428.459297,0,-2939,-293.9,,
2429.314088,0,-1532,-153.2,,
2430.168878,0,-2342,-234.2,,
2431.023668,0,-2068,-206.8,,
2431.878459,0,-938,-93.8,,
2432.733249,0,-2026,-202.6,,
2433.588039,0,-2152,-215.2,,
2434.44283,0,-2419,-241.9,,
2435.29762,0,-3264,-326.4,,
2436.15241,0,-3860,-386,,
2437.0072,0,-3169,-316.9,,
2437.861991,0,-1810,-181,,
2438.716781,0,-3057,-305.7,,
2439.571571,0,-3148,-314.8,,
2440.426362,0,-2917,-291.7,,
2441.281152,0,-4154,-415.4,,
2442.135942,0,-3352,-335.2,,
2442.990733,0,-2933,-293.3,,
2443.845523,0,-3401,-340.1,,
2444.700313,0,-3254,-325.4,,
2445.555104,0,-3508,-350.8,,
2446.409894,0,-3824,-382.4,,
2447.264684,0,-4035,-403.5,,
2448.119475,0,-3722,-372.2,,
2448.974265,0,-3364,-336.4,,
2449.829055,0,-4146,-414.6,,
2450.683846,0,-4675,-467.5,,
2451.538636,0,-4694,-469.4,,
2452.393426,0,-4570,-457,,
2453.248217,0,-3849,-384.9,,
2454.103007,0,-3268,-326.8,,
2454.957797,0,-3030,-303,,
2455.812588,0,-3238,-323.8,,
2456.667378,0,-4120,-412,,
2457.522168,0,-4601,-460.1,,
2458.376958,0,-4595,-459.5,,
2459.231749,0,-4775,-477.5,,
2460.086539,0,-4841,-484.1,,
2460.941329,0,-4280,-428,,
2461.79612,0,-4331,-433.1,,
2462.65091,0,-3980,-398,,
2463.5057,0,-2862,-286.2,,
2464.360491,0,-3775,-377.5,,
2465.215281,0,-3564,-356.4,,
2466.070071,0,-3277,-327.7,,
2466.924862,0,-4517,-451.7,,
2467.779652,0,-3861,-386.1,,
2468.634442,0,-4148,-414.8,,
2469.489233,0,-4032,-403.2,,
2470.344023,0,-3802,-380.2,,
2471.198813,0,-4159,-415.9,,
2472.053604,0,-2965,-296.5,,
2472.908394,0,-3625,-362.5,,
2473.763184,0,-3147,-314.7,,
2474.617975,0,-2359,-235.9,,
2475.472765,0,-3628,-362.8,,
2476.327555,0,-3316,-331.6,,
2477.182345,0,-3556,-355.6,,
2478.037136,0,-3742,-374.2,,
2478.891926,0,-3434,-343.4,,
2479.746716,0,-3590,-359,,
2480.601507,0,-2581,-258.1,,
2481.456297,0,-2847,-284.7,,
2482.311087,0,-2247,-224.7,,
2483.165878,0,-2218,-221.8,,
2484.020668,0,-2830,-283,,
2484.875458,0,264,26.4,,
2485.730249,0,-484,-48.4,,
2486.585039,0,-1338,-133.8,,
2487.439829,0,205,20.5,,
2488.29462,0,-2094,-209.4,,
2489.14941,0,-2957,-295.7,,
2490.0042,0,-2666,-266.6,,
2490.858991,0,-2478,-247.8,,
2491.713781,0,-2392,-239.2,,
2492.568571,0,-2880,-288,,
2493.423362,0,-2847,-284.7,,
2494.278152,0,-3165,-316.5,,
2495.132942,0,-2670,-267,,
2495.987733,0,-2933,-293.3,,
2496.842523,0,-2384,-238.4,,
2497.697313,0,-1257,-125.7,,
2498.552103,0,-2735,-273.5,,
2499.406894,0,-3221,-322.1,,
2500.261684,0,-2472,-247.2,,
2501.116474,0,-2796,-279.6,,
2501.971265,0,-2979,-297.9,,
2502.826055,0,-2831,-283.1,,
2503.680845,0,-2850,-285,,
2504.535636,0,-2998,-299.8,,
2505.390426,0,-2338,-233.8,,
2506.245216,0,-1535,-153.5,,
2507.100007,0,-2002,-200.2,,
2507.954797,0,-1842,-184.2,,
2508.809587,0,-2349,-234.9,,
2509.664378,0,-3225,-322.5,,
2510.519168,0,-2675,-267.5,,
2511.373958,0,-2858,-285.8,,
2512.228749,0,-2178,-217.8,,
2513.083539,0,-2422,-242.2,,
2513.938329,0,-2214,-221.4,,
2514.79312,0,-1609,-160.9,,
2515.64791,0,-2422,-242.2,,
2516.5027,59,-454,-45.4,,
2517.357491,136,-786,-78.6,,
2518.212281,204,-1509,-150.9,,
2519.067071,268,-846,-84.6,,
2519.921861,332,-3032,-303.2,,
2520.776652,387,-3021,-302.1,,
2521.631442,427,-2965,-296.5,,
2522.486232,459,-2982,-298.2,,
2523.341023,489,-2067,-206.7,,
2524.195813,512,-2926,-292.6,,
2525.050603,526,-2519,-251.9,,
2525.905394,541,-2851,-285.1,,
2526.760184,557,-1479,-147.9,,
2527.614974,571,-7,-0.7,,
2528.469765,572,-1747,-174.7,,
2529.324555,568,-490,-49,,
2530.179345,567,-1781,-178.1,,
2531.034136,561,-3987,-398.7,,
2531.888926,550,-2301,-230.1,,
2532.743716,543,-2667,-266.7,,
2533.598507,544,-2868,-286.8,,
2534.453297,541,-2440,-244,,
2535.308087,535,-3060,-306,,
2536.162878,533,-3311,-331.1,,
2537.017668,533,-2900,-290,,
2537.872458,522,-2279,-227.9,,
2538.727248,504,-2292,-229.2,,
2539.582039,494,-1758,-175.8,,
2540.436829,486,-1740,-174,,
2541.291619,472,-3036,-303.6,,
2542.14641,455,-2974,-297.4,,
2543.0012,451,-2484,-248.4,,
2543.85599,456,-2738,-273.8,,
2544.710781,454,-3394,-339.4,,
2545.565571,454,-3123,-312.3,,
2546.420361,464,-2905,-290.5,,
2547.275152,476,-3309,-330.9,,
2548.129942,478,-1495,-149.5,,
2548.984732,480,-1313,-131.3,,
2549.839523,492,-2179,-217.9,,
2550.694313,500,-1639,-163.9,,
2551.549103,496,-2882,-288.2,,
2552.403894,494,-3219,-321.9,,
2553.258684,499,-3004,-300.4,,
2554.113474,503,-3027,-302.7,,
2554.968265,496,-3006,-300.6,,
2555.823055,499,-3611,-361.1,,
2556.677845,508,-3146,-314.6,,
2557.532636,516,-3139,-313.9,,
2558.387426,516,-1954,-195.4,,
2559.242216,525,-770,-77,,
2560.097006,540,-1360,-136,,
2560.951797,551,-1172,-117.2,,
2561.806587,553,-2466,-246.6,,
2562.661377,566,-3886,-388.6,,
2563.516168,585,-3601,-360.1,,
2564.370958,600,-3455,-345.5,,
2565.225748,609,-3152,-315.2,,
2566.080539,625,-2786,-278.6,,
2566.935329,642,-2997,-299.7,,
2567.790119,647,-3359,-335.9,,
2568.64491,646,-2914,-291.4,,
2569.4997,652,-3054,-305.4,,
2570.35449,659,-3687,-368.7,,
2571.209281,654,-3156,-315.6,,
2572.064071,644,-3487,-348.7,,
2572.918861,634,-4228,-422.8,,
2573.773652,622,-3384,-338.4,,
2574.628442,594,-2836,-283.6,,
2575.483232,565,-2716,-271.6,,
2576.338023,543,-2929,-292.9,,
2577.192813,523,-3195,-319.5,,
2578.047603,496,-3867,-386.7,,
2578.902393,470,-4713,-471.3,,
2579.757184,451,-3738,-373.8,,
2580.611974,430,-4425,-442.5,,
2581.466764,401,-5467,-546.7,,
2582.321555,375,-4193,-419.3,,
2583.176345,362,-4648,-464.8,,
2584.031135,351,-5355,-535.5,,
2584.885926,339,-4146,-414.6,,
2585.740716,339,-2919,-291.9,,
2586.595506,349,-3405,-340.5,,
2587.450297,362,-3326,-332.6,,
2588.305087,373,-2741,-274.1,,
2589.159877,395,-3701,-370.1,,
2590.014668,424,-2860,-286,,
2590.869458,454,-1903,-190.3,,
2591.724248,482,-2160,-216,,
2592.579039,516,-1945,-194.5,,
2593.433829,551,-2561,-256.1,,
2594.288619,578,-3302,-330.2,,
2595.14341,595,-3483,-348.3,,
2595.9982,615,-3402,-340.2,,
2596.85299,633,-3602,-360.2,,
2597.707781,638,-3328,-332.8,,
2598.562571,637,-3303,-330.3,,
2599.417361,637,-3935,-393.5,,
2600.272151,631,-2484,-248.4,,
2601.126942,611,-2254,-225.4,,
2601.981732,587,-3144,-314.4,,
2602.836522,564,-1937,-193.7,,
2603.691313,535,-2542,-254.2,,
2604.546103,498,-3891,-389.1,,
2605.400893,468,-3741,-374.1,,
2606.255684,451,-3878,-387.8,,
2607.110474,443,-3901,-390.1,,
2607.965264,439,-3908,-390.8,,
2608.820055,444,-3062,-306.2,,
2609.674845,459,-3027,-302.7,,
2610.529635,476,-2884,-288.4,,
2611.384426,490,-1237,-123.7,,
2612.239216,507,-2162,-216.2,,
2613.094006,531,-2668,-266.8,,
2613.948797,553,-2536,-253.6,,
2614.803587,570,-3790,-379,,
2615.658377,589,-4269,-426.9,,
2616.513168,607,-3898,-389.8,,
2617.367958,618,-2989,-298.9,,
2618.222748,618,-3699,-369.9,,
2619.077539,618,-3566,-356.6,,
2619.932329,615,-3017,-301.7,,
2620.787119,603,-4079,-407.9,,
2621.641909,582,-3697,-369.7,,
2622.4967,564,-3506,-350.6,,
2623.35149,544,-3968,-396.8,,
2624.20628,519,-4091,-409.1,,
2625.061071,491,-4071,-407.1,,
2625.915861,469,-4166,-416.6,,
2626.770651,449,-4140,-414,,
2627.625442,426,-3359,-335.9,,
2628.480232,404,-3604,-360.4,,
2629.335022,388,-4180,-418,,
2630.189813,373,-4346,-434.6,,
2631.044603,349,-4873,-487.3,,
2631.899393,323,-3827,-382.7,,
2632.754184,307,-3240,-324,,
2633.608974,297,-3122,-312.2,,
2634.463764,285,-1734,-173.4,,
2635.318555,282,-2698,-269.8,,
2636.173345,290,-3305,-330.5,,
2637.028135,303,-2967,-296.7,,
2637.882926,312,-4050,-405,,
2638.737716,327,-3505,-350.5,,
2639.592506,351,-3665,-366.5,,
2640.447296,374,-3468,-346.8,,
2641.302087,390,-3208,-320.8,,
2642.156877,412,-3474,-347.4,,
2643.011667,438,-973,-97.3,,
2643.866458,461,-1399,-139.9,,
2644.721248,477,-2076,-207.6,,
2645.576038,497,-1140,-114,,
2646.430829,519,-3193,-319.3,,
2647.285619,536,-4260,-426,,
2648.140409,545,-3972,-397.2,,
2648.9952,561,-3505,-350.5,,
2649.84999,577,-3683,-368.3,,
2650.70478,587,-3096,-309.6,,
2651.559571,593,-2083,-208.3,,
2652.414361,606,-3203,-320.3,,
2653.269151,621,-2561,-256.1,,
2654.123942,626,-2510,-251,,
2654.978732,629,-3183,-318.3,,
2655.833522,635,-2419,-241.9,,
2656.688313,640,-3381,-338.1,,
2657.543103,634,-3395,-339.5,,
2658.397893,628,-3093,-309.3,,
2659.252684,626,-3081,-308.1,,
2660.107474,627,-2233,-223.3,,
2660.962264,622,-2831,-283.1,,
2661.817054,620,-2632,-263.2,,
2662.671845,629,-2562,-256.2,,
2663.526635,639,-2778,-277.8,,
2664.381425,644,-2094,-209.4,,
2665.236216,651,-2593,-259.3,,
2666.091006,665,-2338,-233.8,,
2666.945796,675,-2531,-253.1,,
2667.800587,675,-3602,-360.2,,
2668.655377,679,-3093,-309.3,,
2669.510167,687,-3438,-343.8,,
2670.364958,693,-3636,-363.6,,
2671.219748,689,-3313,-331.3,,
2672.074538,688,-3610,-361,,
2672.929329,692,-3599,-359.9,,
2673.784119,690,-3764,-376.4,,
2674.638909,682,-2995,-299.5,,
2675.4937,682,-2755,-275.5,,
2676.34849,688,-2690,-269,,
2677.20328,690,-2143,-214.3,,
2678.058071,688,-3064,-306.4,,
2678.912861,691,-3266,-326.6,,
2679.767651,698,-3189,-318.9,,
2680.622442,696,-3299,-329.9,,
2681.477232,690,-3360,-336,,
2682.332022,691,-3466,-346.6,,
2683.186812,693,-3433,-343.3,,
2684.041603,688,-4065,-406.5,,
2684.896393,678,-3048,-304.8,,
2685.751183,671,-2131,-213.1,,
2686.605974,661,-2811,-281.1,,
2687.460764,638,-2121,-212.1,,
2688.315554,613,-2541,-254.1,,
2689.170345,593,-4056,-405.6,,
2690.025135,573,-4072,-407.2,,
2690.879925,548,-3935,-393.5,,
2691.734716,530,-3828,-382.8,,
2692.589506,517,-4073,-407.3,,
2693.444296,502,-3275,-327.5,,
2694.299087,479,-3144,-314.4,,
2695.153877,459,-2964,-296.4,,
2696.008667,446,-1410,-141,,
2696.863458,427,-2456,-245.6,,
2697.718248,402,-2490,-249,,
2698.573038,382,-2469,-246.9,,
2699.427829,369,-4088,-408.8,,
2700.282619,355,-4081,-408.1,,
2701.137409,342,-3955,-395.5,,
2701.992199,337,-3334,-333.4,,
2702.84699,342,-3221,-322.1,,
2703.70178,343,-3667,-366.7,,
2704.55657,342,-3512,-351.2,,
2705.411361,349,-3313,-331.3,,
2706.266151,360,-2803,-280.3,,
2707.120941,367,-2715,-271.5,,
2707.975732,375,-2567,-256.7,,
2708.830522,392,-2461,-246.1,,
2709.685312,414,-3502,-350.2,,
2710.540103,432,-3590,-359,,
2711.394893,446,-3112,-311.2,,
2712.249683,465,-3612,-361.2,,
2713.104474,475,-3324,-332.4,,
2713.959264,465,-3209,-320.9,,
2714.814054,443,-3574,-357.4,,
2715.668845,422,-3416,-341.6,,
2716.523635,396,-3050,-305,,
2717.378425,355,-2706,-270.6,,
2718.233216,311,-3446,-344.6,,
2719.088006,273,-3127,-312.7,,
2719.942796,238,-2444,-244.4,,
2720.797587,200,-3760,-376,,
2721.652377,178,-3483,-348.3,,
2722.507167,174,-2677,-267.7,,
2723.361957,176,-3459,-345.9,,
2724.216748,175,-3806,-380.6,,
2725.071538,187,-3634,-363.4,,
2725.926328,212,-3409,-340.9,,
2726.781119,234,-2824,-282.4,,
2727.635909,247,-2142,-214.2,,
2728.490699,269,-1910,-191,,
2729.34549,298,-1721,-172.1,,
2730.20028,317,-2365,-236.5,,
2731.05507,330,-3463,-346.3,,
2731.909861,350,-3407,-340.7,,
2732.764651,373,-3820,-382,,
2733.619441,387,-3759,-375.9,,
2734.474232,392,-3349,-334.9,,
2735.329022,405,-3314,-331.4,,
2736.183812,420,-3235,-323.5,,
2737.038603,422,-3250,-325,,
2737.893393,421,-1796,-179.6,,
2738.748183,429,-2023,-202.3,,
2739.602974,436,-2504,-250.4,,
2740.457764,432,-1557,-155.7,,
2741.312554,427,-3373,-337.3,,
2742.167344,432,-4417,-441.7,,
2743.022135,438,-4311,-431.1,,
2743.876925,433,-5332,-533.2,,
2744.731715,429,-5343,-534.3,,
2745.586506,436,-5661,-566.1,,
2746.441296,442,-6492,-649.2,,
2747.296086,436,-6168,-616.8,,
2748.150877,434,-5398,-539.8,,
2749.005667,442,-4993,-499.3,,
2749.860457,448,-4169,-416.9,,
2750.715248,441,-3161,-316.1,,
2751.570038,442,-3085,-308.5,,
2752.424828,451,-3387,-338.7,,
2753.279619,455,-2912,-291.2,,
2754.134409,449,-2384,-238.4,,
2754.989199,452,-2846,-284.6,,
2755.84399,462,-2971,-297.1,,
2756.69878,464,-2867,-286.7,,
2757.55357,456,-3419,-341.9,,
2758.408361,460,-3302,-330.2,,
2759.263151,469,-2851,-285.1,,
2760.117941,469,-2611,-261.1,,
2760.972732,457,-2805,-280.5,,
2761.827522,459,-2694,-269.4,,
2762.682312,468,-2375,-237.5,,
2763.537102,463,-3216,-321.6,,
2764.391893,454,-3128,-312.8,,
2765.246683,459,-2979,-297.9,,
2766.101473,466,-3806,-380.6,,
2766.956264,461,-3628,-362.8,,
2767.811054,455,-3789,-378.9,,
2768.665844,460,-3713,-371.3,,
2769.520635,469,-2918,-291.8,,
2770.375425,462,-2799,-279.9,,
2771.230215,457,-2451,-245.1,,
2772.085006,464,-2502,-250.2,,
2772.939796,473,-3119,-311.9,,
2773.794586,465,-3496,-349.6,,
2774.649377,463,-3797,-379.7,,
2775.504167,472,-3452,-345.2,,
2776.358957,478,-3992,-399.2,,
2777.213748,470,-4256,-425.6,,
2778.068538,469,-3761,-376.1,,
2778.923328,477,-4445,-444.5,,
2779.778119,482,-3107,-310.7,,
2780.632909,474,-2155,-215.5,,
2781.487699,474,-2885,-288.5,,
2782.34249,482,-2619,-261.9,,
2783.19728,483,-3761,-376.1,,
2784.05207,472,-4900,-490,,
2784.90686,474,-5044,-504.4,,
2785.761651,480,-4935,-493.5,,
2786.616441,480,-4538,-453.8,,
2787.471231,471,-4290,-429,,
2788.326022,474,-3919,-391.9,,
2789.180812,482,-4486,-448.6,,
2790.035602,480,-4246,-424.6,,
2790.890393,473,-3545,-354.5,,
2791.745183,477,-3948,-394.8,,
2792.599973,486,-3609,-360.9,,
2793.454764,482,-3769,-376.9,,
2794.309554,476,-4514,-451.4,,
2795.164344,480,-4666,-466.6,,
2796.019135,487,-4256,-425.6,,
2796.873925,483,-3491,-349.1,,
2797.728715,479,-3664,-366.4,,
2798.583506,488,-3374,-337.4,,
2799.438296,501,-3246,-324.6,,
