timer,hart
2200,-3317
2201,-1929
2202,-2159
2203,-3055
2204,-1343
2205,-2528
2206,-1814
2207,-1609
2208,-2415
2209,-1053
2210,-2839
2211,-2622
2212,-1513
2213,-2563
2214,-1544
2215,-2059
2216,-2882
2217,-2851
2218,-2301
2219,-968
2220,-1795
2221,-760
2222,-613
2223,-3255
2224,-3220
2225,-3019
2226,-3043
2227,-3044
2228,-2422
2229,-1653
2230,-2500
2231,-1395
2232,-519
2233,-1240
2234,-1353
2235,-2269
2236,-2754
2237,-3512
2238,-3280
2239,-2532
2240,-3029
2241,-2227
2242,-2507
2243,-834
2244,-56
2245,-1936
2246,-661
2247,-2385
2248,-3927
2249,-3194
2250,-3351
2251,-2201
2252,-2742
2253,-2514
2254,-2397
2255,-2511
2256,-1625
2257,-2894
2258,-2368
2259,-2240
2260,-4056
2261,-2884
2262,-2217
2263,-2794
2264,-2333
2265,-2283
2266,-2324
2267,-2207
2268,-928
2269,-309
2270,-919
2271,150
2272,-645
2273,-1914
2274,-1312
2275,-1071
2276,-994
2277,-893
2278,-608
2279,-901
2280,-286
2281,782
2282,218
2283,737
2284,1335
2285,-965
2286,-2716
2287,-2863
2288,-4241
2289,-4965
2290,-3612
2291,-3020
2292,-2431
2293,-1665
2294,-2650
2295,-2737
2296,-3089
2297,-4766
2298,-4156
2299,-3734
2300,-4303
2301,-4088
2302,-3086
2303,-3227
2304,-4378
2305,-1042
2306,-784
2307,-3608
2308,-866
2309,-2798
2310,-5247
2311,-2766
2312,-2965
2313,-3518
2314,-3369
2315,-3504
2316,-3769
2317,-3415
2318,-2817
2319,-2338
2320,-2278
2321,-2477
2322,-2366
2323,-2520
2324,-1530
2325,-1541
2326,-1893
2327,-1655
2328,-2824
2329,-1345
2330,-334
2331,-1782
2332,-1112
2333,-1615
2334,-3180
2335,-3120
2336,-3266
2337,-3222
2338,-3539
2339,-2867
2340,-2717
2341,-2618
2342,628
2343,-174
2344,-2319
2345,-2146
2346,-5504
2347,-7903
2348,-6321
2349,-5014
2350,-4864
2351,-1888
2352,184
2353,-1240
2354,1249
2355,1624
2356,-1125
2357,-362
2358,-1469
2359,-2883
2360,-2300
2361,-1522
2362,-326
2363,-1983
2364,-1849
2365,-1965
2366,-3527
2367,-425
2368,-1139
2369,-1951
2370,-493
2371,-2849
2372,-3326
2373,-3373
2374,-2310
2375,-2448
2376,-3521
2377,-2696
2378,-4086
2379,-2751
2380,-1877
2381,-1738
2382,-252
2383,-1864
2384,-2311
2385,-2567
2386,-2815
2387,-2618
2388,-3152
2389,-2185
2390,-2790
2391,-1280
2392,-103
2393,-1783
2394,-525
2395,-1594
2396,-3041
2397,-2465
2398,-2466
2399,-1809
2400,-3536
2401,-2075
2402,-1746
2403,-3712
2404,494
2405,-84
2406,-1499
2407,174
2408,-1873
2409,-2440
2410,-2423
2411,-1415
2412,-1195
2413,-2388
2414,-1429
2415,-1701
2416,-997
2417,-424
2418,-1013
2419,-443
2420,-1649
2421,-1961
2422,-945
2423,-675
2424,-7
2425,-206
2426,-72
2427,-374
2428,-58
2429,900
2430,204
2431,1507
2432,1240
2433,-425
2434,487
2435,-159
2436,-205
2437,-143
2438,-264
2439,423
2440,-164
2441,1571
2442,1549
2443,5
2444,1287
2445,-271
2446,-1435
2447,-413
2448,-547
2449,-608
2450,204
2451,1548
2452,584
2453,2015
2454,3521
2455,1533
2456,3102
2457,2865
2458,1361
2459,3628
2460,5113
2461,6297
2462,7637
2463,8285
2464,7888
2465,8319
2466,9771
2467,8600
2468,8696
2469,9125
2470,6180
2471,6275
2472,6310
2473,4442
2474,5507
2475,5380
2476,3347
2477,3373
2478,4240
2479,2485
2480,2199
2481,3952
2482,2676
2483,1440
2484,1861
2485,3174
2486,2611
2487,2554
2488,5427
2489,4706
2490,4740
2491,6061
2492,4988
2493,5302
2494,4791
2495,3101
2496,2657
2497,2119
2498,1751
2499,1774
2500,2248
2501,2731
2502,2801
2503,3760
2504,3479
2505,2838
2506,2268
2507,439
2508,667
2509,909
2510,838
2511,2055
2512,2296
2513,1039
2514,627
2515,1416
2516,164
2517,-336
2518,106
2519,-784
2520,-1250
2521,-943
2522,308
2523,-370
2524,-968
2525,-24
2526,-850
2527,-528
2528,-173
2529,-291
2530,634
2531,739
2532,786
2533,785
2534,679
2535,10
2536,-515
2537,159
2538,-324
2539,122
2540,916
2541,136
2542,400
2543,-204
2544,-753
2545,-305
2546,-1181
2547,-1197
2548,-867
2549,-994
2550,-1079
2551,-328
2552,1503
2553,709
2554,244
2555,1120
2556,-973
2557,-2101
2558,-1261
2559,-1674
2560,-1729
2561,-624
2562,-562
2563,-1525
2564,-950
2565,-70
2566,-937
2567,-1078
2568,-1042
2569,-2521
2570,-3519
2571,-3551
2572,-3766
2573,-5422
2574,-5461
2575,-4660
2576,-3789
2577,-1286
2578,-247
2579,984
2580,889
2581,284
2582,144
2583,-1599
2584,-639
2585,-1130
2586,-1940
2587,-1414
2588,-2381
2589,-684
2590,-1217
2591,-1798
2592,-305
2593,-2056
2594,-2076
2595,-1656
2596,-2374
2597,-2031
2598,-2712
2599,-2538
2600,-2439
2601,-2102
2602,-1013
2603,-2031
2604,-680
2605,-604
2606,-3000
2607,-2362
2608,-2748
2609,-3048
2610,-3446
2611,-2423
2612,-1568
2613,-3090
2614,-279
2615,-484
2616,-1980
2617,-600
2618,-2858
2619,-3408
2620,-2807
2621,-2387
2622,-1819
2623,-2534
2624,-2170
2625,-3058
2626,-2774
2627,-2223
2628,-2645
2629,-1199
2630,-2451
2631,-2851
2632,-2040
2633,-3334
2634,-2586
2635,-2230
2636,-2665
2637,-3167
2638,-3305
2639,-2149
2640,-3063
2641,-2657
2642,-1119
2643,-2739
2644,-2836
2645,-1951
2646,-2808
2647,-2932
2648,-2356
2649,-2153
2650,-2612
2651,-1074
2652,-179
2653,-1285
2654,29
2655,-884
2656,-2103
2657,-1499
2658,-1555
2659,-1143
2660,-1831
2661,-820
2662,-1017
2663,-941
2664,1000
2665,-963
2666,-746
2667,-698
2668,-2515
2669,-1482
2670,-1429
2671,-1182
2672,-1158
2673,-2145
2674,-1755
2675,-1283
2676,-1041
2677,-1218
2678,-1140
2679,-1262
2680,-2479
2681,-1946
2682,-1024
2683,-1370
2684,-1659
2685,-1583
2686,-2193
2687,-2900
2688,-1185
2689,-1489
2690,-2072
2691,-263
2692,-2019
2693,-2591
2694,-1366
2695,-2027
2696,-1554
2697,-1611
2698,-1991
2699,-1974
2700,-1750
2701,-484
2702,-127
2703,-555
2704,-991
2705,-1852
2706,-2822
2707,-2891
2708,-1725
2709,-1959
2710,-1581
2711,-953
2712,-1178
2713,-40
2714,-935
2715,-817
2716,-589
2717,-2794
2718,-2575
2719,-2296
2720,-2071
2721,-1444
2722,-1258
2723,-1637
2724,-2393
2725,-1204
2726,-1458
2727,-1844
2728,-605
2729,-1872
2730,-3138
2731,-2208
2732,-1662
2733,-2280
2734,-1693
2735,-1301
2736,-2918
2737,-1917
2738,-685
2739,-1538
2740,-1353
2741,-1084
2742,-1882
2743,-2817
2744,-2152
2745,-1793
2746,-2803
2747,-2543
2748,-2327
2749,-2549
2750,-1141
2751,-967
2752,-1093
2753,-603
2754,-2227
2755,-2634
2756,-2347
2757,-2929
2758,-3153
2759,-2379
2760,-2087
2761,-2425
2762,-323
2763,-251
2764,-1586
2765,-818
2766,-1776
2767,-3302
2768,-3388
2769,-2447
2770,-2383
2771,-2341
2772,-1787
2773,-2842
2774,-1781
2775,-1306
2776,-2446
2777,-1345
2778,-2105
2779,-3173
2780,-2733
2781,-1944
2782,-780
2783,-1540
2784,-1687
2785,-1852
2786,-2920
2787,-2342
2788,-1957
2789,-1804
2790,-1399
2791,-1571
2792,-1857
2793,-1944
2794,-1832
2795,-2109
2796,-2164
2797,-2587
2798,-3010
2799,-2593
2800,-4200
2801,-4090
2802,-3388
2803,-5892
2804,-4915
2805,-3577
2806,-3246
2807,-1930
2808,-1615
2809,-636
2810,-1646
2811,-778
2812,560
2813,-1191
2814,-357
2815,-1300
2816,-2992
2817,-2805
2818,-3502
2819,-1973
2820,-1921
2821,-1651
2822,-832
2823,-2329
2824,-103
2825,59
2826,-1529
2827,-735
2828,-2910
2829,-3642
2830,-2951
2831,-2151
2832,-818
2833,-1329
2834,-1213
2835,-2163
2836,-2699
2837,-2590
2838,-3469
2839,-1780
2840,-2096
2841,-2543
2842,-962
2843,-2082
2844,-2105
2845,-2198
2846,-3035
2847,-3045
2848,-2366
2849,-1710
2850,-2314
2851,-1194
2852,-1128
2853,-2979
2854,-2392
2855,-2223
2856,-3393
2857,-3009
2858,-2585
2859,-3358
2860,-3051
2861,-1682
2862,-2044
2863,-2295
2864,-1213
2865,-2375
2866,-3358
2867,-3323
2868,-3194
2869,-3106
2870,-3412
2871,-1581
2872,-1923
2873,-1555
2874,134
2875,-1547
2876,-985
2877,-1773
2878,-3110
2879,-1789
2880,-2300
2881,-1440
2882,-487
2883,-1364
2884,-1391
2885,-838
2886,-964
2887,-1389
2888,-638
2889,-852
2890,-1977
2891,-1001
2892,-1060
2893,-1540
2894,-1039
2895,-1677
2896,-2004
2897,-2031
2898,-1003
2899,-615
2900,-1397
2901,-221
2902,-987
2903,-2548
2904,-1884
2905,-1659
2906,-2265
2907,-2790
2908,-2043
2909,-2102
2910,-2023
2911,-696
2912,-1074
2913,-1065
2914,-1600
2915,-2415
2916,-2469
2917,-2713
2918,-1829
2919,-2558
2920,-2129
2921,-1468
2922,-2052
2923,-219
2924,-770
2925,-1224
2926,-761
2927,-2736
2928,-2947
2929,-2608
2930,-2277
2931,-2097
2932,-1677
2933,-1282
2934,-2136
2935,-564
2936,-860
2937,-2141
2938,-1101
2939,-2344
2940,-3230
2941,-2436
2942,-1572
2943,-2121
2944,-2247
2945,-1722
2946,-3076
2947,-1853
2948,-1237
2949,-2032
2950,-915
2951,-1835
2952,-2656
2953,-2538
2954,-2471
2955,-2273
2956,-3085
2957,-2473
2958,-2472
2959,-2824
2960,-1577
2961,-1068
2962,-1442
2963,-1595
2964,-1955
2965,-3055
2966,-2607
2967,-2049
2968,-3190
2969,-2915
2970,-3005
2971,-2847
2972,-758
2973,-590
2974,-719
2975,-922
2976,-2513
2977,-3394
2978,-3554
2979,-2646
2980,-2373
2981,-2077
2982,-1526
2983,-2637
2984,-1289
2985,37
2986,-943
2987,-554
2988,-1144
2989,-2959
2990,-3443
2991,-2452
2992,-1879
2993,-2688
2994,-1754
2995,-1600
2996,-2645
2997,-1355
2998,-1471
2999,-1842
3000,-1671
3001,-2601
3002,-2789
3003,-2869
3004,-2115
3005,-2489
3006,-2550
3007,-2208
3008,-3254
3009,-1571
3010,-1669
3011,-2595
3012,-1408
3013,-2403
3014,-3110
3015,-2766
3016,-2025
3017,-2232
3018,-2457
3019,-1308
3020,-2760
3021,-2074
3022,-522
3023,-2103
3024,-1260
3025,-1142
3026,-2554
3027,-2634
3028,-2391
3029,-2003
3030,-2674
3031,-1443
3032,-1432
3033,-2462
3034,-292
3035,-1072
3036,-2061
3037,-2283
3038,-4101
3039,-5570
3040,-7075
3041,-5455
3042,-5233
3043,-5352
3044,-2169
3045,-1904
3046,-1331
3047,-461
3048,-1208
3049,-1241
3050,-2649
3051,-2699
3052,-2309
3053,-2907
3054,-2475
3055,-3190
3056,-2930
3057,-3239
3058,-2418
3059,84
3060,-1583
3061,-1167
3062,-475
3063,-2857
3064,-3022
3065,-1948
3066,-1888
3067,-3177
3068,-1985
3069,-2441
3070,-3617
3071,-894
3072,-1730
3073,-2129
3074,-951
3075,-2527
3076,-2810
3077,-3186
3078,-3321
3079,-3053
3080,-3372
3081,-1891
3082,-1650
3083,-965
3084,-121
3085,-1714
3086,-1390
3087,-2430
3088,-3859
3089,-2863
3090,-2990
3091,-2500
3092,-2102
3093,-2151
3094,-2194
3095,-2913
3096,-2563
3097,-2442
3098,-2579
3099,-2830
3100,-3408
3101,-2665
3102,-2740
3103,-2627
3104,-2083
3105,-2784
3106,-3214
3107,-3160
3108,-2335
3109,-1982
3110,-1810
3111,-1412
3112,-1738
3113,-2253
3114,-2369
3115,-1373
3116,-1860
3117,-2109
3118,-1628
3119,-2290
3120,-801
3121,-164
3122,-556
3123,-181
3124,-890
3125,-1538
3126,-1634
3127,-1334
3128,-1253
3129,-1354
3130,-1240
3131,-1454
3132,-518
3133,826
3134,288
3135,276
3136,-184
3137,-1966
3138,-1727
3139,-1811
3140,-1830
3141,-685
3142,-1018
3143,-1603
3144,-924
3145,-310
3146,-717
3147,-442
3148,-133
3149,-1428
3150,-2152
3151,-1506
3152,-992
3153,-1084
3154,-1523
3155,-1651
3156,-1804
3157,-1693
3158,-1124
3159,-1118
3160,-930
3161,-991
3162,-2006
3163,-1966
3164,-1467
3165,-1977
3166,-2262
3167,-2163
3168,-2460
3169,-2197
3170,-1331
3171,-307
3172,-117
3173,-936
3174,-1370
3175,-2122
3176,-2825
3177,-2588
3178,-3044
3179,-2472
3180,-2282
3181,-2328
3182,375
3183,-190
3184,-749
3185,-2
3186,-2099
3187,-2650
3188,-2887
3189,-2497
3190,-2189
3191,-2415
3192,-1394
3193,-1808
3194,-1566
3195,-551
3196,-1030
3197,-1081
3198,-1098
3199,-2146
3200,-2229
3201,-1211
3202,-1565
3203,-2411
3204,-1497
3205,-2119
3206,-2107
3207,-581
3208,-1152
3209,-1159
3210,-1605
3211,-1787
3212,-1372
3213,-2039
3214,-970
3215,-1088
3216,-1960
3217,-1705
3218,-1759
3219,-476
3220,-282
3221,-243
3222,305
3223,-979
3224,-1404
3225,-911
3226,-680
3227,-1025
3228,-886
3229,-706
3230,-1900
3231,-783
3232,232
3233,-1143
3234,-250
3235,-396
3236,-2344
3237,-1867
3238,-1856
3239,-2111
3240,-2660
3241,-2331
3242,-1973
3243,-2659
3244,-253
3245,-461
3246,-1269
3247,-707
3248,-2904
3249,-3362
3250,-3601
3251,-3285
3252,-2372
3253,-2668
3254,-2326
3255,-2536
3256,-1870
3257,-1793
3258,-2460
3259,-1613
3260,-2454
3261,-2938
3262,-2105
3263,-2068
3264,-2435
3265,-2840
3266,-2784
3267,-3679
3268,-2878
3269,-1484
3270,-2570
3271,-2049
3272,-2168
3273,-4909
3274,-5557
3275,-5746
3276,-6923
3277,-6568
3278,-5485
3279,-4312
3280,-2242
3281,91
3282,574
3283,-39
3284,-535
3285,-2177
3286,-2862
3287,-3064
3288,-3228
3289,-2659
3290,-3286
3291,-2245
3292,-1945
3293,-1949
3294,-520
3295,-1954
3296,-1567
3297,-1878
3298,-3853
3299,-2975
3300,-3273
3301,-3028
3302,-2849
3303,-3427
3304,-3154
3305,-3104
3306,-2734
3307,-3698
3308,-2823
3309,-1889
3310,-4074
3311,-2549
3312,-1622
3313,-3104
3314,-2771
3315,-2685
3316,-3079
3317,-3644
3318,-1398
3319,-710
3320,-2303
3321,-1326
3322,-3054
3323,-4344
3324,-3580
3325,-3842
3326,-3230
3327,-3169
3328,-3444
3329,-3275
3330,-2839
3331,-2033
3332,-1764
3333,-1673
3334,-1585
3335,-3138
3336,-3855
3337,-3193
3338,-3667
3339,-4147
3340,-3495
3341,-3391
3342,-2747
3343,-565
3344,-1236
3345,-1319
3346,-1190
3347,-3905
3348,-3139
3349,-2604
3350,-2613
3351,-464
3352,-703
3353,-1906
3354,-1712
3355,-1044
3356,-1817
3357,-1803
3358,-5
3359,-1335
3360,-2386
3361,-444
3362,-656
3363,-1664
3364,-1454
3365,-1512
3366,-2164
3367,-1966
3368,-1146
3369,-1336
3370,-746
3371,-892
3372,-1985
3373,-1559
3374,-1468
3375,-1651
3376,-1904
3377,-1752
3378,-2081
3379,-2439
3380,-1186
3381,-1408
3382,-1085
3383,-556
3384,-1962
3385,-2088
3386,-2502
3387,-2992
3388,-2982
3389,-2638
3390,-2611
3391,-2917
3392,-150
3393,86
3394,-1525
3395,-188
3396,-1724
3397,-3622
3398,-2885
3399,-2807
3400,-3045
3401,-2172
3402,-1609
3403,-2471
3404,-1780
3405,-1547
3406,-2478
3407,-1816
3408,-2404
3409,-3127
3410,-2597
3411,-1861
3412,-1506
3413,-2483
3414,-2162
3415,-2294
3416,-2764
3417,-2113
3418,-2498
3419,-2456
3420,-2732
3421,-2681
3422,-2060
3423,-2544
3424,-1606
3425,-1779
3426,-3090
3427,-2968
3428,-3181
3429,-2060
3430,-1291
3431,-1317
3432,-927
3433,-2141
3434,-2601
3435,-2643
3436,-2542
3437,-2196
3438,-2702
3439,-1977
3440,-3115
3441,-2067
3442,1187
3443,-699
3444,-284
3445,-59
3446,-3461
3447,-3539
3448,-3276
3449,-2799
3450,-2526
3451,-2453
3452,-2307
3453,-3134
3454,-1776
3455,-2139
3456,-2055
3457,-933
3458,-2993
3459,-2962
3460,-2906
3461,-2437
3462,-2136
3463,-3362
3464,-2068
3465,-3482
3466,-2286
3467,-528
3468,-2755
3469,-713
3470,-1875
3471,-3784
3472,-2665
3473,-4004
3474,-3297
3475,-3316
3476,-3898
3477,-3574
3478,-3147
3479,-1470
3480,-1938
3481,-1012
3482,-940
3483,-3447
3484,-3182
3485,-3172
3486,-3231
3487,-3264
3488,-2800
3489,-2459
3490,-3020
3491,-1251
3492,-1536
3493,-2316
3494,-1515
3495,-2813
3496,-2971
3497,-3048
3498,-3118
3499,-3029
3500,-4546
3501,-4440
3502,-5845
3503,-5627
3504,-3509
3505,-4496
3506,-1975
3507,-611
3508,-2045
3509,-704
3510,-1127
3511,-1410
3512,-1054
3513,-1897
3514,-2050
3515,-1846
3516,-1870
3517,-3124
3518,-2423
3519,-1216
3520,-3136
3521,-2221
3522,-1094
3523,-2573
3524,-2479
3525,-2445
3526,-3219
3527,-3196
3528,-1884
3529,-1599
3530,-2085
3531,-1258
3532,-1761
3533,-2682
3534,-2707
3535,-2324
3536,-2400
3537,-3513
3538,-3139
3539,-3430
3540,-3159
3541,-1517
3542,-2106
3543,-1398
3544,-1738
3545,-3776
3546,-3206
3547,-3629
3548,-3655
3549,-3159
3550,-3751
3551,-3264
3552,-2713
3553,-2115
3554,-1793
3555,-1268
3556,-1766
3557,-4162
3558,-4251
3559,-3859
3560,-4299
3561,-3444
3562,-2545
3563,-3331
3564,-3534
3565,-1981
3566,-2742
3567,-3138
3568,-2066
3569,-3396
3570,-3946
3571,-2836
3572,-2146
3573,-2419
3574,-2724
3575,-2285
3576,-3357
3577,-2624
3578,-1174
3579,-2221
3580,-1687
3581,-1251
3582,-2104
3583,-2202
3584,-1221
3585,-1259
3586,-2488
3587,-1353
3588,-1789
3589,-1799
3590,193
3591,-438
3592,45
3593,-187
3594,-1691
3595,-1854
3596,-2297
3597,-1906
3598,-2409
3599,-1568
3600,-1140
3601,-1954
3602,880
3603,-306
3604,-1494
3605,632
3606,-2291
3607,-3022
3608,-1446
3609,-2187
3610,-2020
3611,-1405
3612,-1356
3613,-2664
3614,-2149
3615,-1001
3616,-2195
3617,-1621
3618,-1549
3619,-2841
3620,-2693
3621,-1797
3622,-943
3623,-2043
3624,-940
3625,-870
3626,-2258
3627,-183
3628,-1362
3629,-1218
3630,-446
3631,-2194
3632,-1042
3633,-1555
3634,-1274
3635,-1298
3636,-2349
3637,-1735
3638,-3113
3639,-1300
3640,-6
3641,-716
3642,821
3643,-847
3644,-2149
3645,-2112
3646,-2585
3647,-2378
3648,-2444
3649,-1860
3650,-2861
3651,-1618
3652,29
3653,-1822
3654,-974
3655,-1279
3656,-3167
3657,-2962
3658,-3006
3659,-1656
3660,-2341
3661,-2220
3662,-1098
3663,-2903
3664,-42
3665,70
3666,-1751
3667,366
3668,-2523
3669,-3388
3670,-1732
3671,-1899
3672,-1251
3673,-1404
3674,-1294
3675,-1826
3676,-1692
3677,-1712
3678,-1913
3679,-1286
3680,-2842
3681,-2077
3682,-1387
3683,-2062
3684,-943
3685,-1951
3686,-1929
3687,-2807
3688,-2513
3689,-409
3690,-1836
3691,-490
3692,-335
3693,-2496
3694,-2351
3695,-2823
3696,-2273
3697,-2190
3698,-2469
3699,-1831
3700,-2285
3701,-1698
3702,-1228
3703,-1734
3704,-1207
3705,-1751
3706,-2450
3707,-2828
3708,-2582
3709,-2479
3710,-3664
3711,-2031
3712,-2349
3713,-2243
3714,222
3715,-1415
3716,-1054
3717,-1781
3718,-3481
3719,-2372
3720,-3016
3721,-1555
3722,-1430
3723,-2468
3724,-1648
3725,-2228
3726,-1720
3727,-1958
3728,-1739
3729,-1418
3730,-3302
3731,-2274
3732,-1578
3733,-2578
3734,-2345
3735,-2387
3736,-3120
3737,-2937
3738,-1784
3739,-2159
3740,-2786
3741,-3426
3742,-5437
3743,-6798
3744,-6572
3745,-5707
3746,-4276
3747,-2334
3748,-1725
3749,-1515
3750,-748
3751,-42
3752,-494
3753,-1388
3754,-844
3755,-2333
3756,-3616
3757,-2685
3758,-2963
3759,-2985
3760,-2162
3761,-2387
3762,-1668
3763,-65
3764,-1069
3765,-996
3766,-658
3767,-3283
3768,-3536
3769,-2452
3770,-2544
3771,-2042
3772,-1318
3773,-1891
3774,-2280
3775,-1415
3776,-2166
3777,-2586
3778,-1595
3779,-2460
3780,-3550
3781,-2598
3782,-1603
3783,-2363
3784,-2299
3785,-1569
3786,-2499
3787,-2472
3788,-2212
3789,-2642
3790,-2456
3791,-2209
3792,-2223
3793,-2626
3794,-2088
3795,-2728
3796,-3681
3797,-2368
3798,-3115
3799,-3210
3800,-1571
3801,-2000
3802,-2179
3803,-1835
3804,-2802
3805,-3123
3806,-2449
3807,-3323
3808,-3650
3809,-2501
3810,-3294
3811,-2877
3812,-12
3813,-615
3814,-1330
3815,103
3816,-1809
3817,-2937
3818,-1873
3819,-1378
3820,-1045
3821,-468
3822,252
3823,-782
3824,323
3825,1084
3826,-296
3827,873
3828,370
3829,-842
3830,-289
3831,436
3832,948
3833,96
3834,575
3835,-78
3836,-894
3837,677
3838,-155
15134,-528
