x,hart
5008,2003
5009,2003
5010,1993
5011,1996
5012,1996
5013,1996
5014,2012
5015,2012
5016,1999
5017,2000
5018,2000
5019,2004
5020,2003
5021,2003
5022,2000
5023,2010
5024,2010
5025,2020
5026,1991
5027,1991
5028,2025
5029,2025
5030,2000
5031,2011
5032,2011
5033,2039
5034,2022
5035,2022
5036,2022
5037,2057
5038,2057
5039,2051
5040,2052
5041,2052
5042,2067
5043,2073
5044,2073
5045,2047
5046,2047
5047,2055
5048,2055
5049,2055
5050,2045
5051,2047
5052,2047
5053,2019
5054,2034
5055,2034
5056,2017
5057,2012
5058,2012
5059,2004
5060,1996
5061,1996
5062,1986
5063,1987
5064,1987
5065,1983
5066,1983
5067,1980
5068,1983
5069,1983
5070,1972
5071,1983
5072,1983
5073,1981
5074,1982
5075,1982
5076,1980
5077,1984
5078,1984
5079,1966
5080,1986
5081,1986
5082,1983
5083,1978
5084,1978
5085,1990
5086,1990
5087,1990
5088,2015
5089,2015
5090,2046
5091,2090
5092,2090
5093,2120
5094,2172
5095,2172
5096,2214
5097,2273
5098,2273
5099,2361
5100,2440
5101,2440
5102,2498
5103,2507
5104,2507
5105,2450
5106,2450
5107,2346
5108,2233
5109,2233
5110,2093
5111,2004
5112,2004
5113,1890
5114,1844
5115,1844
5116,1837
5117,1856
5118,1856
5119,1852
5120,1856
5121,1856
5122,1863
5123,1878
5124,1878
5125,1906
5126,1906
5127,1886
5128,1911
5129,1911
5130,1915
5131,1916
5132,1916
5133,1911
5134,1929
5135,1929
5136,1926
5137,1934
5138,1934
5139,1930
5140,1937
5141,1937
5142,1954
5143,1956
5144,1956
5145,1951
5146,1951
5147,1958
5148,1948
5149,1948
5150,1955
5151,1971
5152,1971
5153,1959
5154,1968
5155,1968
5156,1970
5157,1968
5158,1968
5159,1973
5160,1978
5161,1978
5162,1978
5163,1978
5164,1983
5165,1991
5166,1991
5167,1982
5168,1998
5169,1998
5170,2004
5171,2000
5172,2000
5173,2007
5174,1996
5175,1996
5176,2007
5177,2036
5178,2036
5179,2011
5180,2014
5181,2014
5182,2023
5183,2008
5184,2008
5185,2026
5186,2026
5187,2025
5188,2033
5189,2033
5190,2040
5191,2048
5192,2048
5193,2035
5194,2047
5195,2047
5196,2051
5197,2068
5198,2068
5199,2066
5200,2053
5201,2053
5202,2061
5203,2061
5204,2080
5205,2063
5206,2063
5207,2075
5208,2091
5209,2091
5210,2080
5211,2085
5212,2085
5213,2092
5214,2096
5215,2096
5216,2102
5217,2099
5218,2099
5219,2095
5220,2112
5221,2112
5222,2113
5223,2124
5224,2124
5225,2122
5226,2122
5227,2112
5228,2121
5229,2121
5230,2123
5231,2116
5232,2116
5233,2116
5234,2110
5235,2110
5236,2094
5237,2096
5238,2096
5239,2092
5240,2082
5241,2082
5242,2078
5243,2078
5244,2063
5245,2069
5246,2069
5247,2050
5248,2034
5249,2034
5250,2023
5251,2011
5252,2011
5253,1982
5254,1975
5255,1975
5256,1969
5257,1942
5258,1942
5259,1943
5260,1943
5261,1934
5262,1920
5263,1920
5264,1899
5265,1886
5266,1886
5267,1879
5268,1883
5269,1883
5270,1868
5271,1864
5272,1864
5273,1879
5274,1874
5275,1874
5276,1867
5277,1864
5278,1864
5279,1859
5280,1859
5281,1862
5282,1884
5283,1884
5284,1879
5285,1892
5286,1892
5287,1882
5288,1874
5289,1874
5290,1897
5291,1918
5292,1918
5293,1915
5294,1920
5295,1920
5296,1911
5297,1911
5298,1935
5299,1939
5300,1939
5301,1936
5302,1949
5303,1949
5304,1945
5305,1948
5306,1948
5307,1972
5308,1957
5309,1957
5310,1964
5311,1984
5312,1984
5313,1969
5314,1957
5315,1957
5316,1978
5317,1978
5318,1986
5319,1983
5320,1983
5321,1990
5322,1981
5323,1981
5324,1979
5325,1994
5326,1994
5327,1988
5328,1996
5329,1996
5330,1989
5331,1972
5332,1972
5333,1981
5334,1978
5335,1978
5336,1972
5337,1972
5338,1980
5339,1980
5340,1980
5341,1969
5342,1987
5343,1987
5344,1979
5345,1976
5346,1976
5347,1984
5348,1965
5349,1965
5350,1967
5351,1990
5352,1990
5353,1979
5354,1978
5355,1978
5356,1986
5357,1986
5358,1972
5359,1976
5360,1976
5361,1974
5362,1966
5363,1966
5364,1975
5365,1976
5366,1976
5367,1966
5368,1977
5369,1977
5370,1971
5371,1973
5372,1973
5373,1979
5374,1979
5375,1964
5376,1975
5377,1975
5378,1979
5379,1978
5380,1978
5381,1988
5382,2004
5383,2004
5384,1994
5385,2009
5386,2009
5387,2009
5388,1996
5389,1996
5390,2008
5391,2002
5392,2002
5393,2003
5394,2013
5395,2013
5396,2005
5397,2005
5398,1997
5399,2000
5400,2000
5401,1975
5402,1994
5403,1994
5404,2001
5405,1990
5406,1990
5407,1994
5408,1991
5409,1991
5410,1979
5411,1991
5412,1991
5413,1999
5414,1999
5415,1985
5416,1998
5417,1998
5418,1987
5419,1988
5420,1988
5421,1991
5422,2000
5423,2000
5424,1990
5425,1991
5426,1991
5427,1984
5428,1990
5429,1990
5430,2000
5431,2000
5432,2000
5433,1996
5434,1991
5435,1991
5436,1989
5437,1989
5438,1997
5439,2008
5440,2008
5441,2009
5442,2040
5443,2040
5444,2031
5445,2022
5446,2022
5447,2028
5448,2054
5449,2054
5450,2059
5451,2050
5452,2050
5453,2047
5454,2047
5455,2058
5456,2047
5457,2047
5458,2041
5459,2060
5460,2060
5461,2047
5462,2024
5463,2024
5464,2028
5465,2028
5466,2028
5467,2000
5468,2007
5469,2007
5470,2007
5471,2007
5472,1993
5473,1988
5474,1988
5475,1982
5476,2001
5477,2001
5478,1991
5479,1979
5480,1979
5481,1980
5482,1980
5483,1980
5484,1983
5485,2001
5486,2001
5487,1983
5488,1976
5489,1976
5490,1990
5491,1993
5492,1993
5493,1991
5494,1991
5495,2007
5496,2015
5497,2015
5498,2038
5499,2075
5500,2075
5501,2098
5502,2148
5503,2148
5504,2196
5505,2252
5506,2252
5507,2327
5508,2403
5509,2403
5510,2439
5511,2456
5512,2456
5513,2420
5514,2420
5515,2327
5516,2223
5517,2223
5518,2096
5519,1983
5520,1983
5521,1897
5522,1850
5523,1850
5524,1833
5525,1851
5526,1851
5527,1841
5528,1856
5529,1856
5530,1868
5531,1868
5532,1859
5533,1877
5534,1877
5535,1895
5536,1904
5537,1904
5538,1911
5539,1918
5540,1918
5541,1902
5542,1926
5543,1926
5544,1937
5545,1950
5546,1950
5547,1944
5548,1944
5549,1931
5550,1948
5551,1948
5552,1972
5553,1955
5554,1955
5555,1959
5556,1973
5557,1973
5558,1960
5559,1964
5560,1964
5561,1968
5562,1980
5563,1980
5564,1979
5565,1973
5566,1973
5567,1978
5568,1978
5569,1989
5570,1986
5571,1986
5572,1986
5573,2002
5574,2002
5575,1990
5576,1993
5577,1993
5578,2002
5579,1998
5580,1998
5581,2002
5582,2016
5583,2016
5584,1999
5585,2004
5586,2004
5587,2017
5588,2005
5589,2005
5590,2011
5591,2011
5592,2013
5593,2013
5594,2013
5595,2020
5596,2017
5597,2017
5598,2023
5599,2028
5600,2028
5601,2022
5602,2038
5603,2038
5604,2035
5605,2031
5606,2031
5607,2039
5608,2039
5609,2039
5610,2038
5611,2038
5612,2053
5613,2064
5614,2064
5615,2054
5616,2064
5617,2064
5618,2074
5619,2068
5620,2068
5621,2097
5622,2091
5623,2091
5624,2092
5625,2092
5626,2095
5627,2101
5628,2101
5629,2108
5630,2107
5631,2107
5632,2108
5633,2110
5634,2110
5635,2115
5636,2120
5637,2120
5638,2128
5639,2121
5640,2121
5641,2121
5642,2127
5643,2127
5644,2120
5645,2097
5646,2097
5647,2114
5648,2114
5649,2104
5650,2082
5651,2082
5652,2069
5653,2063
5654,2063
5655,2033
5656,2032
5657,2032
5658,2020
5659,2000
5660,2000
5661,1987
5662,1968
5663,1968
5664,1969
5665,1969
5666,1938
5667,1940
5668,1940
5669,1920
5670,1908
5671,1908
5672,1879
5673,1893
5674,1893
5675,1876
5676,1889
5677,1889
5678,1864
5679,1847
5680,1847
5681,1863
5682,1857
5683,1857
5684,1849
5685,1855
5686,1855
5687,1876
5688,1876
5689,1862
5690,1866
5691,1866
5692,1874
5693,1885
5694,1885
5695,1899
5696,1892
5697,1892
5698,1891
5699,1911
5700,1911
5701,1913
5702,1906
5703,1906
5704,1919
5705,1919
5706,1917
5707,1930
5708,1930
5709,1935
5710,1932
5711,1932
5712,1938
5713,1935
5714,1935
5715,1934
5716,1943
5717,1943
5718,1953
5719,1958
5720,1958
5721,1962
5722,1948
5723,1948
5724,1961
5725,1961
5726,1969
5727,1968
5728,1968
5729,1968
5730,1972
5731,1972
5732,1957
5733,1972
5734,1972
5735,1975
5736,1970
5737,1970
5738,1977
5739,1973
5740,1973
5741,1962
5742,1984
5743,1984
5744,1972
5745,1972
5746,1979
5747,1976
5748,1976
5749,1970
5750,2001
5751,2001
5752,1979
5753,1976
5754,1976
5755,1991
5756,1982
5757,1982
5758,1976
5759,1996
5760,1996
5761,1991
5762,1979
5763,1979
5764,1982
5765,1982
5766,1977
5767,1979
5768,1979
5769,1978
5770,1983
5771,1983
5772,1966
5773,1976
5774,1976
5775,1974
5776,1975
5777,1975
5778,1971
5779,1981
5780,1981
5781,1979
5782,1979
5783,1975
5784,1989
5785,1989
5786,1976
5787,1976
5788,1976
5789,1973
5790,1981
5791,1981
5792,1971
5793,1969
5794,1969
5795,1983
5796,1979
5797,1979
5798,1977
5799,1984
5800,1984
5801,1974
5802,1974
5803,1975
5804,1988
5805,1988
5806,1981
5807,1982
5808,1982
5809,1991
5810,1985
5811,1985
5812,1988
5813,1987
5814,1987
5815,1983
5816,1984
5817,1984
5818,1979
5819,1979
5820,1985
5821,1988
5822,1988
5823,1980
5824,1998
5825,1998
5826,2003
5827,1996
5828,1996
5829,1994
5830,1997
5831,1997
5832,1986
5833,1994
5834,1994
5835,2004
5836,1989
5837,1989
5838,2000
5839,2010
5840,2010
5841,2027
5842,2027
5843,2018
5844,2028
5845,2028
5846,2025
5847,2036
5848,2036
5849,2039
5850,2043
5851,2043
5852,2041
5853,2024
5854,2024
5855,2043
5856,2033
5857,2033
5858,2024
5859,2024
5860,2028
5861,2023
5862,2023
5863,2018
5864,2014
5865,2014
5866,1993
5867,2000
5868,2000
5869,1996
5870,1985
5871,1985
5872,1969
5873,1984
5874,1984
5875,1982
5876,1982
5877,1974
5878,1984
5879,1984
5880,1965
5881,1976
5882,1976
5883,1969
5884,1980
5885,1980
5886,1991
5887,1993
5888,1993
5889,1991
5890,2000
5891,2000
5892,1993
5893,2008
5894,2008
5895,2031
5896,2045
5897,2045
5898,2085
5899,2085
5900,2131
5901,2175
5902,2175
5903,2229
5904,2306
5905,2306
5906,2387
5907,2495
5908,2495
5909,2548
5910,2554
5911,2554
5912,2501
5913,2376
5914,2376
5915,2242
5916,2103
5917,2103
5918,1977
5919,1977
5920,1893
5921,1846
5922,1846
5923,1808
5924,1800
5925,1800
5926,1823
5927,1822
5928,1822
5929,1830
5930,1844
5931,1844
5932,1835
5933,1856
5934,1856
5935,1870
5936,1870
5937,1866
5938,1886
5939,1886
5940,1884
5941,1881
5942,1881
5943,1897
5944,1902
5945,1902
5946,1907
5947,1915
5948,1915
5949,1906
5950,1923
5951,1923
5952,1932
5953,1932
5954,1932
5955,1945
5956,1940
5957,1940
5958,1934
5959,1934
5960,1947
5961,1962
5962,1962
5963,1962
5964,1964
5965,1964
5966,1960
5967,1960
5968,1960
5969,1973
5970,1968
5971,1968
5972,1987
5973,1975
5974,1975
5975,1967
5976,1967
5977,1978
5978,1988
5979,1988
5980,1989
5981,2015
5982,2015
5983,1999
5984,1992
5985,1992
5986,1999
5987,2012
5988,2012
5989,2009
5990,2025
5991,2025
5992,2037
5993,2028
5994,2028
5995,2040
5996,2040
5997,2028
5998,2045
5999,2045
6000,2052
6001,2029
6002,2029
6003,2050
6004,2061
6005,2061
6006,2052
6007,2073
6008,2073
6009,2057
6010,2075
6011,2075
6012,2063
6013,2081
6014,2081
6015,2083
6016,2083
6017,2082
6018,2119
6019,2119
6020,2097
6021,2102
6022,2102
6023,2113
6024,2128
6025,2128
6026,2112
6027,2119
6028,2119
6029,2152
6030,2129
6031,2129
6032,2126
6033,2126
6034,2123
6035,2124
6036,2124
6037,2111
6038,2127
6039,2127
6040,2115
6041,2108
6042,2108
6043,2105
6044,2091
6045,2091
6046,2084
6047,2092
6048,2092
6049,2071
6050,2059
6051,2059
6052,2060
6053,2060
6054,2026
6055,2022
6056,2022
6057,2011
6058,2002
6059,2002
6060,1978
6061,1960
6062,1960
6063,1939
6064,1940
6065,1940
6066,1919
6067,1916
6068,1916
6069,1901
6070,1901
6071,1873
6072,1875
6073,1875
6074,1864
6075,1859
6076,1859
6077,1858
6078,1865
6079,1865
6080,1847
6081,1860
6082,1860
6083,1865
6084,1861
6085,1861
6086,1863
6087,1873
6088,1873
6089,1867
6090,1867
6091,1870
6092,1880
6093,1880
6094,1888
6095,1892
6096,1892
6097,1898
6098,1894
6099,1894
6100,1904
6101,1914
6102,1914
6103,1928
6104,1940
6105,1940
6106,1927
6107,1936
6108,1936
6109,1932
6110,1932
6111,1931
6112,1957
6113,1957
6114,1955
6115,1948
6116,1948
6117,1951
6118,1957
6119,1957
6120,1954
6121,1973
6122,1973
6123,1951
6124,1953
6125,1953
6126,1970
6127,1965
6128,1965
6129,1980
6130,1980
6131,1969
6132,1957
6133,1957
6134,1973
6135,1978
6136,1978
6137,1984
6138,1984
6139,1984
6140,1966
6141,1968
6142,1968
6143,1990
6144,1984
6145,1984
6146,1969
6147,1972
6148,1972
6149,1968
6150,1968
6151,1981
6152,1993
6153,1993
6154,1961
6155,1972
6156,1972
6157,1985
6158,1960
6159,1960
6160,1962
6161,1978
6162,1978
6163,1979
6164,1967
6165,1967
6166,1967
6167,1967
6168,1978
6169,1976
6170,1976
6171,1962
6172,1981
6173,1981
6174,1974
6175,1959
6176,1959
6177,1992
6178,1984
6179,1984
6180,1967
6181,1995
6182,1995
6183,1979
6184,1973
6185,1973
6186,1998
6187,1998
6188,1977
6189,1987
6190,1987
6191,1999
6192,1978
6193,1978
6194,1979
6195,1991
6196,1991
6197,1973
6198,1996
6199,1996
6200,1978
6201,1975
6202,1975
6203,1992
6204,1977
6205,1977
6206,1987
6207,1990
6208,1990
6209,1982
6210,1982
6211,1977
6212,1998
6213,1998
6214,1981
6215,1990
6216,1990
6217,1989
6218,1986
6219,1986
6220,1993
6221,2008
6222,2008
6223,1983
6224,2000
6225,2000
6226,2010
6227,2010
6228,1995
6229,1994
6230,1994
6231,1985
6232,1998
6233,1998
6234,2016
6235,1992
6236,1992
6237,1978
6238,2002
6239,2002
6240,2004
6241,1991
6242,1991
6243,1988
6244,1988
6245,1984
6246,2004
6247,2004
6248,1990
6249,1983
6250,1983
6251,2004
6252,2001
6253,2001
6254,1975
6255,2000
6256,2000
6257,2020
6258,1992
6259,1992
6260,1996
6261,2001
6262,2001
6263,1997
6264,1991
6265,1991
6266,1999
6267,1999
6268,2006
6269,2002
6270,2002
6271,1980
6272,1998
6273,1998
6274,2008
6275,1992
6276,1992
6277,1996
6278,2008
6279,2008
6280,1995
6281,1999
6282,1999
6283,2015
6284,2015
6285,2013
6286,2041
6287,2041
6288,2018
6289,2028
6290,2028
6291,2044
6292,2041
6293,2041
6294,2039
6295,2050
6296,2050
6297,2036
6298,2033
6299,2033
6300,2043
6301,2031
6302,2031
6303,2037
6304,2037
6305,2033
6306,2010
6307,2010
6308,2005
6309,2018
6310,2018
6311,1988
6312,1988
6313,1988
6314,1994
6315,1968
6316,1968
6317,1988
6318,1968
6319,1968
6320,1982
6321,1982
6322,1970
6323,1972
6324,1972
6325,1963
6326,1973
6327,1973
6328,1962
6329,1980
6330,1980
6331,1974
6332,1961
6333,1961
6334,1976
6335,1978
6336,1978
6337,1991
6338,2016
6339,2016
6340,2042
6341,2042
6342,2071
6343,2128
6344,2128
6345,2174
6346,2237
6347,2237
6348,2319
6349,2406
6350,2406
6351,2495
6352,2546
6353,2546
6354,2535
6355,2476
6356,2476
6357,2347
6358,2203
6359,2203
6360,2071
6361,2071
6362,1954
6363,1876
6364,1876
6365,1839
6366,1810
6367,1810
6368,1821
6369,1833
6370,1833
6371,1836
6372,1843
6373,1843
6374,1855
6375,1846
6376,1846
6377,1863
6378,1888
6379,1888
6380,1878
6381,1878
6382,1887
6383,1894
6384,1894
6385,1893
6386,1904
6387,1904
6388,1919
6389,1928
6390,1928
6391,1929
6392,1929
6393,1929
6394,1927
6395,1944
6396,1944
6397,1941
6398,1941
6399,1955
6400,1953
6401,1953
6402,1938
6403,1958
6404,1958
6405,1965
6406,1956
6407,1956
6408,1969
6409,1970
6410,1970
6411,1960
6412,1977
6413,1977
6414,1983
6415,1978
6416,1978
6417,1987
6418,1987
6419,1992
6420,1988
6421,1988
6422,1987
6423,1995
6424,1995
6425,2005
6426,1997
6427,1997
6428,1999
6429,2018
6430,2018
6431,2010
6432,2016
6433,2016
6434,2028
6435,2018
6436,2018
6437,2014
6438,2014
6439,2038
6440,2031
6441,2031
6442,2029
6443,2044
6444,2044
6445,2042
6446,2038
6447,2038
6448,2062
6449,2049
6450,2049
6451,2052
6452,2068
6453,2068
6454,2059
6455,2067
6456,2067
6457,2081
6458,2076
6459,2076
6460,2075
6461,2075
6462,2080
6463,2085
6464,2085
6465,2088
6466,2118
6467,2118
6468,2103
6469,2112
6470,2112
6471,2109
6472,2144
6473,2144
6474,2123
6475,2128
6476,2128
6477,2142
6478,2142
6479,2136
6480,2120
6481,2120
6482,2135
6483,2139
6484,2139
6485,2116
6486,2115
6487,2115
6488,2091
6489,2083
6490,2083
6491,2099
6492,2081
6493,2081
6494,2071
6495,2071
6496,2067
6497,2031
6498,2031
6499,2032
6500,2037
6501,2037
6502,2001
6503,1996
6504,1996
6505,1991
6506,1964
6507,1964
6508,1959
6509,1936
6510,1936
6511,1927
6512,1933
6513,1933
6514,1911
6515,1884
6516,1884
6517,1891
6518,1891
6519,1882
6520,1887
6521,1887
6522,1873
6523,1863
6524,1863
6525,1872
6526,1880
6527,1880
6528,1856
6529,1881
6530,1881
6531,1889
6532,1864
6533,1864
6534,1895
6535,1895
6536,1880
6537,1876
6538,1876
6539,1905
6540,1898
6541,1898
6542,1916
6543,1920
6544,1920
6545,1913
6546,1922
6547,1922
6548,1931
6549,1915
6550,1915
6551,1933
6552,1932
6553,1932
6554,1935
6555,1935
6556,1940
6557,1943
6558,1943
6559,1929
6560,1950
6561,1950
6562,1963
6563,1944
6564,1944
6565,1959
6566,1953
6567,1953
6568,1958
6569,1957
6570,1957
6571,1965
6572,1965
6573,1958
6574,1959
6575,1959
6576,1961
6577,1962
6578,1962
6579,1983
6580,1964
6581,1964
6582,1962
6583,1982
6584,1982
6585,1956
6586,1970
6587,1970
6588,1993
6589,1966
6590,1966
6591,1971
6592,1971
6593,1976
6594,1965
6595,1965
6596,1975
6597,1974
6598,1974
6599,1971
6600,1985
6601,1985
6602,1956
6603,1968
6604,1968
6605,1972
6606,1973
6607,1973
6608,1973
6609,1985
6610,1985
6611,1967
6612,1967
6613,1964
6614,1988
6615,1988
6616,1981
6617,1979
6618,1979
6619,1969
6620,1970
6621,1970
6622,1984
6623,1971
6624,1971
6625,1982
6626,1992
6627,1992
6628,1971
6629,1976
6630,1976
6631,1990
6632,1990
6633,1977
6634,1979
6635,1979
6636,1993
6637,1979
6638,1979
6639,1984
6640,1994
6641,1994
6642,1988
6643,1990
6644,1990
6645,1983
6646,1988
6647,1988
6648,1987
6649,1987
6650,1979
6651,1990
6652,1990
6653,1987
6654,1983
6655,1983
6656,1989
6657,1990
6658,1990
6659,1986
6660,1988
6661,1988
6662,1982
6663,1984
6664,1984
6665,1991
6666,1986
6667,1986
6668,1991
6669,1987
6670,1987
6671,1986
6672,1986
6673,1987
6674,1996
6675,1996
6676,1984
6677,1994
6678,1994
6679,1987
6680,1984
6681,1984
6682,1993
6683,1996
6684,1996
6685,1990
6686,1992
6687,1992
6688,1988
6689,1988
6690,1984
6691,1999
6692,1999
6693,1991
6694,1995
6695,1995
6696,1999
6697,1981
6698,1981
6699,1992
6700,1981
6701,1981
6702,1993
6703,2008
6704,2008
6705,2011
6706,1992
6707,1992
6708,1995
6709,1997
6710,1997
6711,2007
6712,2007
6713,2010
6714,1994
6715,1994
6716,1985
6717,2011
6718,2011
6719,1998
6720,2002
6721,2002
6722,2006
6723,1985
6724,1985
6725,1999
6726,1995
6727,1995
6728,1995
6729,1995
6730,1996
6731,2009
6732,2009
6733,1980
6734,1995
6735,1995
6736,2010
6737,1998
6738,1998
6739,1999
6740,2012
6741,2012
6742,1999
6743,2009
6744,2009
6745,2003
6746,2002
6747,2002
6748,2007
6749,2007
6750,2001
6751,2016
6752,2016
6753,2012
6754,2016
6755,2016
6756,2015
6757,2034
6758,2034
6759,2026
6760,2039
6761,2039
6762,2045
6763,2050
6764,2050
6765,2049
6766,2042
6767,2042
6768,2037
6769,2037
6770,2048
6771,2040
6772,2040
6773,2031
6774,2032
6775,2032
6776,2024
6777,2017
6778,2017
6779,2014
6780,2004
6781,2004
6782,1991
6783,1979
6784,1979
6785,1987
6786,1987
6787,1987
6788,1983
6789,1983
6790,1983
6791,1979
6792,1979
6793,1974
6794,1976
6795,1976
6796,1983
6797,1981
6798,1981
6799,1993
6800,1985
6801,1985
6802,1983
6803,1984
6804,1984
6805,1998
6806,1998
6807,2002
6808,2027
6809,2027
6810,2037
6811,2094
6812,2094
6813,2121
6814,2172
6815,2172
6816,2254
6817,2300
6818,2300
6819,2380
6820,2479
6821,2479
6822,2519
6823,2519
6824,2511
6825,2469
6826,2469
6827,2345
6828,2191
6829,2191
6830,2073
6831,1968
6832,1968
6833,1879
6834,1842
6835,1842
6836,1833
6837,1820
6838,1820
6839,1828
6840,1839
6841,1839
6842,1860
6843,1860
6844,1852
6845,1855
6846,1855
6847,1879
6848,1884
6849,1884
6850,1877
6851,1906
6852,1906
6853,1885
6854,1891
6855,1891
6856,1922
6857,1914
6858,1914
6859,1924
6860,1932
6861,1932
6862,1924
6863,1924
6864,1934
6865,1949
6866,1949
6867,1935
6868,1949
6869,1949
6870,1958
6871,1948
6872,1948
6873,1960
6874,1976
6875,1976
6876,1972
6877,1974
6878,1974
6879,1975
6880,1978
6881,1978
6882,1999
6883,1999
6884,1986
6885,1992
6886,1992
6887,1995
6888,1998
6889,1998
6890,1992
6891,2010
6892,2010
6893,2013
6894,2006
6895,2006
6896,2013
6897,2007
6898,2007
6899,2023
6900,2023
6901,2033
6902,2015
6903,2015
6904,2028
6905,2028
6906,2028
6907,2023
6908,2049
6909,2049
6910,2048
6911,2039
6912,2039
6913,2048
6914,2036
6915,2036
6916,2043
6917,2054
6918,2054
6919,2044
6920,2052
6921,2052
6922,2059
6923,2059
6924,2054
6925,2072
6926,2072
6927,2072
6928,2064
6929,2064
6930,2087
6931,2096
6932,2096
6933,2077
6934,2087
6935,2087
6936,2099
6937,2111
6938,2111
6939,2115
6940,2115
6941,2098
6942,2107
6943,2107
6944,2128
6945,2111
6946,2111
6947,2112
6948,2122
6949,2122
6950,2106
6951,2122
6952,2122
6953,2129
6954,2112
6955,2112
6956,2113
6957,2097
6958,2097
6959,2091
6960,2091
6961,2102
6962,2090
6963,2090
6964,2065
6965,2070
6966,2070
6967,2045
6968,2038
6969,2038
6970,2029
6971,2004
6972,2004
6973,1995
6974,1987
6975,1987
6976,1959
6977,1949
6978,1949
6979,1937
6980,1937
6981,1917
6982,1911
6983,1911
6984,1905
6985,1884
6986,1884
6987,1875
6988,1877
6989,1877
6990,1867
6991,1866
6992,1866
6993,1859
6994,1857
6995,1857
6996,1869
6997,1858
6998,1858
6999,1869
7000,1869
7001,1863
7002,1866
7003,1866
7004,1885
7005,1888
7006,1888
7007,1886
7008,1898
7009,1898
7010,1897
7011,1901
7012,1901
7013,1918
7014,1922
7015,1922
7016,1931
7017,1928
7018,1928
7019,1926
7020,1926
7021,1930
7022,1940
7023,1940
7024,1927
7025,1952
7026,1952
7027,1950
7028,1928
7029,1928
7030,1944
7031,1956
7032,1956
7033,1961
7034,1952
7035,1952
7036,1963
7037,1963
7038,1959
7039,1958
7040,1958
7041,1975
7042,1983
7043,1983
7044,1971
7045,1984
7046,1984
7047,1980
7048,1998
7049,1998
7050,1996
7051,1976
7052,1976
7053,1987
7054,1980
7055,1980
7056,1979
7057,1979
7058,1986
7059,1982
7060,1982
7061,1999
7062,1970
7063,1970
7064,1984
7065,1988
7066,1988
7067,1972
7068,1985
7069,1985
7070,1971
7071,1981
7072,1981
7073,1969
7074,1993
7075,1993
7076,1967
7077,1967
7078,1974
7079,1976
7080,1976
7081,1967
7082,1982
7083,1982
7084,1978
7085,1986
7086,1986
7087,1989
7088,1976
7089,1976
7090,1987
7091,1997
7092,1997
7093,1991
7094,1991
7095,2000
7096,1988
7097,1988
7098,1985
7099,2014
7100,2014
7101,1989
7102,1994
7103,1994
7104,2001
7105,2000
7106,2000
7107,1995
7108,2002
7109,2002
7110,1999
7111,1999
7112,2008
7113,2006
7114,2006
7115,1988
7116,1999
7117,1999
7118,1993
7119,2004
7120,2004
7121,2002
7122,1993
7123,1993
7124,1988
7125,2002
7126,2002
7127,1989
7128,2008
7129,2008
7130,2001
7131,1992
7132,1992
7133,1997
7134,1997
7135,1993
7136,1999
7137,1999
7138,1999
7139,2000
7140,2000
7141,1993
7142,1984
7143,1984
7144,1990
7145,1988
7146,1988
7147,1987
7148,1993
7149,1993
7150,1983
7151,1983
7152,1988
7153,1992
7154,1992
7155,1989
7156,1998
7157,1998
7158,1983
7159,1985
7160,1985
7161,1996
7162,1992
7163,1992
7164,1996
7165,1999
7166,1999
7167,1991
7168,1996
7169,1996
7170,2005
7171,1990
7172,1990
7173,2007
7174,2007
7175,2010
7176,2007
7177,2007
7178,2011
7179,2035
7180,2035
7181,2037
7182,2040
7183,2040
7184,2053
7185,2057
7186,2057
7187,2061
7188,2068
7189,2068
7190,2068
7191,2068
7192,2054
7193,2047
7194,2047
7195,2053
7196,2060
7197,2060
7198,2023
7199,2023
7200,2023
7201,2011
7202,1996
7203,1996
7204,1987
7205,1992
7206,1992
7207,1983
7208,1976
7209,1976
7210,1973
7211,1973
7212,1970
7213,1991
7214,1991
7215,1973
7216,1976
7217,1976
7218,1980
7219,1962
7220,1962
7221,1971
7222,1994
7223,1994
7224,1974
7225,1980
7226,1980
7227,1983
7228,1980
7229,1980
7230,2011
7231,2011
7232,2050
7233,2085
7234,2085
7235,2115
7236,2168
7237,2168
7238,2202
7239,2273
7240,2273
7241,2338
7242,2416
7243,2416
7244,2443
7245,2431
7246,2431
7247,2391
7248,2280
7249,2280
7250,2156
7251,2156
7252,2046
7253,1933
7254,1933
7255,1859
7256,1837
7257,1837
7258,1831
7259,1835
7260,1835
7261,1838
7262,1856
7263,1856
7264,1858
7265,1874
7266,1874
7267,1885
7268,1885
7269,1902
7270,1902
7271,1902
7272,1902
7273,1919
7274,1919
7275,1923
7276,1934
7277,1934
7278,1938
7279,1944
7280,1944
7281,1944
7282,1956
7283,1956
7284,1951
7285,1952
7286,1952
7287,1972
7288,1972
7289,1970
7290,1983
7291,1983
7292,1992
7293,1974
7294,1974
7295,1973
7296,1980
7297,1980
7298,1968
7299,1990
7300,1990
7301,1986
7302,1984
7303,1984
7304,1990
7305,1991
7306,1991
7307,1983
7308,1983
7309,1989
7310,1999
7311,1999
7312,1999
7313,2006
7314,2006
7315,2006
7316,2005
7317,2005
7318,2007
7319,2005
7320,2005
7321,2009
7322,2011
7323,2011
7324,2005
7325,2011
7326,2011
7327,2028
7328,2028
7329,2029
7330,2028
7331,2028
7332,2018
7333,2033
7334,2033
7335,2039
7336,2037
7337,2037
7338,2050
7339,2046
