x,hart
10838,1987
10839,1992
10840,1992
10841,1988
10842,1988
10843,2015
10844,1989
10845,1989
10846,1997
10847,1998
10848,1998
10849,1999
10850,2001
10851,2001
10852,2000
10853,2000
10854,2000
10855,1994
10856,1984
10857,1984
10858,1997
10859,2004
10860,2004
10861,2041
10862,2018
10863,2018
10864,2039
10865,2039
10866,2031
10867,2032
10868,2032
10869,2054
10870,2047
10871,2047
10872,2041
10873,2054
10874,2054
10875,2032
10876,2036
10877,2036
10878,2030
10879,2022
10880,2022
10881,2023
10882,2023
10883,2005
10884,1990
10885,1990
10886,1999
10887,1998
10888,1998
10889,1991
10890,1988
10891,1988
10892,1983
10893,1973
10894,1973
10895,1975
10896,1980
10897,1980
10898,1970
10899,1975
10900,1975
10901,1974
10902,1974
10903,1969
10904,1970
10905,1970
10906,1971
10907,1980
10908,1980
10909,1963
10910,1963
10911,1963
10912,1978
10913,1985
10914,1985
10915,2011
10916,2049
10917,2049
10918,2085
10919,2085
10920,2137
10921,2189
10922,2189
10923,2235
10924,2300
10925,2300
10926,2386
10927,2424
10928,2424
10929,2460
10930,2432
10931,2432
10932,2333
10933,2225
10934,2225
10935,2103
10936,1988
10937,1988
10938,1906
10939,1906
10940,1855
10941,1833
10942,1833
10943,1825
10944,1820
10945,1820
10946,1840
10947,1864
10948,1864
10949,1860
10950,1868
10951,1868
10952,1882
10953,1878
10954,1878
10955,1900
10956,1916
10957,1916
10958,1903
10959,1903
10960,1921
10961,1916
10962,1916
10963,1914
10964,1936
10965,1936
10966,1930
10967,1938
10968,1938
10969,1942
10970,1932
10971,1932
10972,1940
10973,1962
10974,1962
10975,1953
10976,1986
10977,1986
10978,1959
10979,1959
10980,1965
10981,1975
10982,1975
10983,1973
10984,1990
10985,1990
10986,1980
10987,1984
10988,1984
10989,1983
10990,1992
10991,1992
10992,1987
10993,1999
10994,1999
10995,2006
10996,2006
10997,2000
10998,1995
10999,1995
11000,2007
11001,1996
11002,1996
11003,2008
11004,2016
11005,2016
11006,1998
11007,2024
11008,2024
11009,2024
11010,2024
11011,2024
11012,2018
11013,2025
11014,2025
11015,2031
11016,2031
11017,2066
11018,2030
11019,2030
11020,2044
11021,2053
11022,2053
11023,2048
11024,2052
11025,2052
11026,2047
11027,2049
11028,2049
11029,2054
11030,2063
11031,2063
11032,2059
11033,2069
11034,2069
11035,2082
11036,2082
11037,2070
11038,2079
11039,2079
11040,2081
11041,2087
11042,2087
11043,2106
11044,2098
11045,2098
11046,2107
11047,2106
11048,2106
11049,2097
11050,2116
11051,2116
11052,2117
11053,2117
11054,2116
11055,2119
11056,2119
11057,2107
11058,2104
11059,2104
11060,2102
11061,2133
11062,2133
11063,2098
11064,2101
11065,2101
11066,2100
11067,2081
11068,2081
11069,2088
11070,2080
11071,2080
11072,2053
11073,2049
11074,2049
11075,2025
11076,2025
11077,1997
11078,1995
11079,1995
11080,1969
11081,1959
11082,1959
11083,1949
11084,1912
11085,1912
11086,1908
11087,1920
11088,1920
11089,1892
11090,1881
11091,1881
11092,1879
11093,1879
11094,1863
11095,1864
11096,1864
11097,1863
11098,1855
11099,1855
11100,1851
11101,1862
11102,1862
11103,1852
11104,1862
11105,1862
11106,1873
11107,1876
11108,1876
11109,1883
11110,1872
11111,1872
11112,1884
11113,1888
11114,1888
11115,1901
11116,1901
11117,1902
11118,1908
11119,1908
11120,1917
11121,1942
11122,1942
11123,1918
11124,1935
11125,1935
11126,1928
11127,1934
11128,1934
11129,1942
11130,1940
11131,1940
11132,1947
11133,1947
11134,1950
11135,1950
11136,1950
11137,1952
11138,1963
11139,1963
11140,1963
11141,1966
11142,1966
11143,1973
11144,1965
11145,1965
11146,1973
11147,1972
11148,1972
11149,1970
11150,1976
11151,1976
11152,1969
11153,1969
11154,1955
11155,1974
11156,1974
11157,1980
11158,1971
11159,1971
11160,1970
11161,1974
11162,1974
11163,1965
11164,1984
11165,1984
11166,1971
11167,1976
11168,1976
11169,1974
11170,1974
11171,1961
11172,1974
11173,1974
11174,1977
11175,1968
11176,1968
11177,1967
11178,1976
11179,1976
11180,1956
11181,1972
11182,1972
11183,1974
11184,1984
11185,1984
11186,1968
11187,1964
11188,1964
11189,1967
11190,1967
11191,1983
11192,1980
11193,1980
11194,1978
11195,1986
11196,1986
11197,1976
11198,1984
11199,1984
11200,1977
11201,1974
11202,1974
11203,1979
11204,1992
11205,1992
11206,1969
11207,1969
11208,1984
11209,1982
11210,1982
11211,1978
11212,1984
11213,1984
11214,1968
11215,1972
11216,1972
11217,1977
11218,1972
11219,1972
11220,1979
11221,1976
11222,1976
11223,1969
11224,1977
11225,1977
11226,1977
11227,1971
11228,1971
11229,1979
11230,1979
11231,1973
11232,1975
11233,1975
11234,1983
11235,1981
11236,1981
11237,1963
11238,1976
11239,1976
11240,1974
11241,1980
11242,1980
11243,1991
11244,1973
11245,1973
11246,1975
11247,1975
11248,1983
11249,1973
11250,1973
11251,1985
11252,1982
11253,1982
11254,1974
11255,2008
11256,2008
11257,1978
11258,1988
11259,1988
11260,1997
11261,1994
11262,1994
11263,2023
11264,2019
11265,2019
11266,2023
11267,2021
11268,2021
11269,2036
11270,2036
11271,2053
11272,2045
11273,2045
11274,2046
11275,2047
11276,2047
11277,2045
11278,2040
11279,2040
11280,2037
11281,2034
11282,2034
11283,2023
11284,2004
11285,2004
11286,2007
11287,2007
11288,2015
11289,1991
11290,1991
11291,1985
11292,1975
11293,1975
11294,1971
11295,1989
11296,1989
11297,1967
11298,1973
11299,1973
11300,1977
11301,1964
11302,1964
11303,1971
11304,1966
11305,1966
11306,1981
11307,1981
11308,1977
11309,1973
11310,1973
11311,1973
11312,1977
11313,1977
11314,1982
11315,2000
11316,2000
11317,2007
11318,2026
11319,2026
11320,2065
11321,2104
11322,2104
11323,2154
11324,2217
11325,2217
11326,2287
11327,2287
11328,2371
11329,2473
11330,2473
11331,2541
11332,2561
11333,2561
11334,2531
11335,2436
11336,2436
11337,2291
11338,2163
11339,2163
11340,2012
11341,1921
11342,1921
11343,1889
11344,1830
11345,1830
11346,1834
11347,1834
11348,1833
11349,1826
11350,1826
11351,1843
11352,1854
11353,1854
11354,1849
11355,1864
11356,1864
11357,1862
11358,1882
11359,1882
11360,1875
11361,1898
11362,1898
11363,1894
11364,1894
11365,1894
11366,1911
11367,1911
11368,1913
11369,1916
11370,1916
11371,1907
11372,1928
11373,1928
11374,1931
11375,1932
11376,1932
11377,1934
11378,1952
11379,1952
11380,1933
11381,1961
11382,1961
11383,1965
11384,1965
11385,1971
11386,1972
11387,1972
11388,1971
11389,1968
11390,1968
11391,1978
11392,1998
11393,1998
11394,1983
11395,2000
11396,2000
11397,1982
11398,2007
11399,2007
11400,1994
11401,2002
11402,2002
11403,2014
11404,2014
11405,2017
11406,2011
11407,2011
11408,2018
11409,2023
11410,2023
11411,2026
11412,2032
11413,2032
11414,2024
11415,2025
11416,2025
11417,2038
11418,2045
11419,2045
11420,2043
11421,2048
11422,2048
11423,2036
11424,2036
11425,2044
11426,2054
11427,2054
11428,2048
11429,2064
11430,2064
11431,2062
11432,2062
11433,2062
11434,2074
11435,2082
11436,2082
11437,2075
11438,2094
11439,2094
11440,2087
11441,2087
11442,2097
11443,2110
11444,2110
11445,2111
11446,2108
11447,2108
11448,2118
11449,2120
11450,2120
11451,2126
11452,2145
11453,2145
11454,2139
11455,2139
11456,2139
11457,2146
11458,2146
11459,2123
11460,2143
11461,2143
11462,2120
11463,2116
11464,2116
11465,2123
11466,2098
11467,2098
11468,2106
11469,2093
11470,2093
11471,2077
11472,2086
11473,2086
11474,2057
11475,2034
11476,2034
11477,2039
11478,2013
11479,2013
11480,2002
11481,2002
11482,1987
11483,1953
11484,1953
11485,1942
11486,1959
11487,1959
11488,1939
11489,1924
11490,1924
11491,1906
11492,1885
11493,1885
11494,1885
11495,1888
11496,1888
11497,1863
11498,1863
11499,1868
11500,1868
11501,1868
11502,1852
11503,1870
11504,1870
11505,1876
11506,1864
11507,1864
11508,1885
11509,1892
11510,1892
11511,1881
11512,1888
11513,1888
11514,1898
11515,1896
11516,1896
11517,1919
11518,1919
11519,1898
11520,1911
11521,1911
11522,1922
11523,1923
11524,1923
11525,1928
11526,1929
11527,1929
11528,1918
11529,1938
11530,1938
11531,1936
11532,1938
11533,1938
11534,1953
11535,1957
11536,1957
11537,1941
11538,1941
11539,1956
11540,1960
11541,1960
11542,1949
11543,1958
11544,1958
11545,1947
11546,1961
11547,1961
11548,1970
11549,1964
11550,1964
11551,1970
11552,1973
11553,1973
11554,1967
11555,1977
11556,1977
11557,1974
11558,1974
11559,1966
11560,1971
11561,1971
11562,1968
11563,1966
11564,1966
11565,1982
11566,1966
11567,1966
11568,1957
11569,1970
11570,1970
11571,1967
11572,1968
11573,1968
11574,1969
11575,1964
11576,1964
11577,1975
11578,1975
11579,1966
11580,1960
11581,1960
11582,1971
11583,1992
11584,1992
11585,1973
11586,1977
11587,1977
11588,1972
11589,1978
11590,1978
11591,1988
11592,1975
11593,1975
11594,1982
11595,1994
11596,1994
11597,1968
11598,1968
11599,1974
11600,1992
11601,1992
11602,1987
11603,1986
11604,1986
11605,1977
11606,1980
11607,1980
11608,1980
11609,1980
11610,1980
11611,1977
11612,1988
11613,1988
11614,1975
11615,1975
11616,1964
11617,1981
11618,1981
11619,1995
11620,1982
11621,1982
11622,1978
11623,1976
11624,1976
11625,1991
11626,1992
11627,1992
11628,1979
11629,1994
11630,1994
11631,2001
11632,1976
11633,1976
11634,1987
11635,1989
11636,1989
11637,1990
11638,1990
11639,1986
11640,1978
11641,1978
11642,1981
11643,1991
11644,1991
11645,1982
11646,1990
11647,1990
11648,1991
11649,1976
11650,1976
11651,1986
11652,1992
11653,1992
11654,1986
11655,1986
11656,1990
11657,1991
11658,1991
11659,1983
11660,2008
11661,2008
11662,1999
11663,1992
11664,1992
11665,2007
11666,1997
11667,1997
11668,2013
11669,1993
11670,1993
11671,1999
11672,2007
11673,2007
11674,1999
11675,1999
11676,1986
11677,2022
11678,2022
11679,2004
11680,2004
11681,2004
11682,2000
11683,2008
11684,2008
11685,1996
11686,2005
11687,2005
11688,2005
11689,2002
11690,2002
11691,2015
11692,2015
11693,1993
11694,2006
11695,2006
11696,2027
11697,2020
11698,2020
11699,2021
11700,2032
11701,2032
11702,2035
11703,2045
11704,2045
11705,2045
11706,2046
11707,2046
11708,2050
11709,2041
11710,2041
11711,2038
11712,2038
11713,2043
11714,2039
11715,2039
11716,2035
11717,2028
11718,2028
11719,2007
11720,2009
11721,2009
11722,2012
11723,1988
11724,1988
11725,1980
11726,1972
11727,1972
11728,1955
11729,1968
11730,1968
11731,1975
11732,1975
11733,1960
11734,1966
11735,1966
11736,1966
11737,1955
11738,1955
11739,1966
11740,1977
11741,1977
11742,1966
11743,1992
11744,1992
11745,1965
11746,1981
11747,1981
11748,1981
11749,1985
11750,1985
11751,2012
11752,2012
11753,2032
11754,2072
11755,2072
11756,2091
11757,2148
11758,2148
11759,2197
11760,2277
11761,2277
11762,2359
11763,2454
11764,2454
11765,2523
11766,2545
11767,2545
11768,2524
11769,2524
11770,2424
11771,2285
11772,2285
11773,2144
11774,2012
11775,2012
11776,1897
11777,1868
11778,1868
11779,1822
11780,1804
11781,1804
11782,1810
11783,1830
11784,1830
11785,1817
11786,1835
11787,1835
11788,1837
11789,1854
11790,1854
11791,1863
11792,1863
11793,1864
11794,1874
11795,1874
11796,1890
11797,1874
11798,1874
11799,1898
11800,1908
11801,1908
11802,1918
11803,1912
11804,1912
11805,1921
11806,1911
11807,1911
11808,1935
11809,1935
11810,1924
11811,1931
11812,1931
11813,1954
11814,1938
11815,1938
11816,1947
11817,1956
11818,1956
11819,1967
11820,1964
11821,1964
11822,1971
11823,1960
11824,1960
11825,1975
11826,1984
11827,1984
11828,1975
11829,1984
11830,1984
11831,1998
11832,1998
11833,1979
11834,1996
11835,1996
11836,1998
11837,2021
11838,2021
11839,2006
11840,2000
11841,2000
11842,1996
11843,2028
11844,2028
11845,2016
11846,2018
11847,2018
11848,2023
11849,2023
11850,2021
11851,2025
11852,2025
11853,2032
11854,2030
11855,2030
11856,2048
11857,2039
11858,2039
11859,2037
11860,2052
11861,2052
11862,2051
11863,2061
11864,2061
11865,2075
11866,2055
11867,2055
11868,2061
11869,2061
11870,2087
11871,2069
11872,2069
11873,2091
11874,2092
11875,2092
11876,2091
11877,2096
11878,2096
11879,2118
11880,2098
11881,2098
11882,2114
11883,2115
11884,2115
11885,2109
11886,2122
11887,2122
11888,2136
11889,2136
11890,2119
11891,2120
11892,2120
11893,2116
11894,2119
11895,2119
11896,2124
11897,2099
11898,2099
11899,2102
11900,2096
11901,2096
11902,2083
11903,2086
11904,2086
11905,2101
11906,2101
11907,2069
11908,2066
11909,2066
11910,2046
11911,2029
11912,2029
11913,2015
11914,2008
11915,2008
11916,1983
11917,1976
11918,1976
11919,1956
11920,1944
11921,1944
11922,1943
11923,1925
11924,1925
11925,1918
11926,1918
11927,1889
11928,1873
11929,1873
11930,1875
11931,1880
11932,1880
11933,1870
11934,1880
11935,1880
11936,1858
11937,1856
11938,1856
11939,1868
11940,1868
11941,1868
11942,1874
11943,1874
11944,1874
11945,1865
11946,1865
11947,1874
11948,1892
11949,1892
11950,1870
11951,1897
11952,1897
11953,1901
11954,1896
11955,1896
11956,1912
11957,1913
11958,1913
11959,1918
11960,1937
11961,1937
11962,1926
11963,1926
11964,1935
11965,1946
11966,1946
11967,1942
11968,1945
11969,1945
11970,1955
11971,1944
11972,1944
11973,1944
11974,1960
11975,1960
11976,1945
11977,1962
11978,1962
11979,1959
11980,1956
11981,1956
11982,1966
11983,1966
11984,1969
11985,1958
11986,1958
11987,1972
11988,1971
11989,1971
11990,1964
11991,1977
11992,1977
11993,1974
11994,1978
11995,1978
11996,1969
11997,1969
11998,1969
11999,1976
12000,1984
12001,1984
12002,1963
12003,1963
12004,1972
12005,1981
12006,1981
12007,1961
12008,1976
12009,1976
12010,1978
12011,1968
12012,1968
12013,1965
12014,1960
12015,1960
12016,1960
12017,1969
12018,1969
12019,1966
12020,1966
12021,1962
12022,1967
12023,1967
12024,1950
12025,1966
12026,1966
12027,1975
12028,1968
12029,1968
12030,1967
12031,1972
12032,1972
12033,1958
12034,1970
12035,1970
12036,1975
12037,1975
12038,1975
12039,1979
12040,1971
12041,1971
12042,1967
12043,1967
12044,1980
12045,1972
12046,1972
12047,1976
12048,1982
12049,1982
12050,1967
12051,1970
12052,1970
12053,1982
12054,1969
12055,1969
12056,1977
12057,1976
12058,1976
12059,1969
12060,1969
12061,1974
12062,1993
12063,1993
12064,1980
12065,2009
12066,2009
12067,1983
12068,1988
12069,1988
12070,1999
12071,1979
12072,1979
12073,2010
12074,2001
12075,2001
12076,1980
12077,2001
12078,2001
12079,2024
12080,2024
12081,1995
12082,2003
12083,2003
12084,1996
12085,1997
12086,1997
12087,1997
12088,1998
12089,1998
12090,1994
12091,2007
12092,2007
12093,1984
12094,1989
12095,1989
12096,1993
12097,1987
12098,1987
12099,1993
12100,1993
12101,1988
12102,1985
12103,1985
12104,1991
12105,1996
12106,1996
12107,1983
12108,1992
12109,1992
12110,2002
12111,2000
12112,2000
12113,1991
12114,1991
12115,1991
12116,1992
12117,1993
12118,1993
12119,1980
12120,1980
12121,1982
12122,2003
12123,2003
12124,1994
12125,1999
12126,1999
12127,1998
12128,1992
12129,1992
12130,1998
12131,2006
12132,2006
12133,2019
12134,2018
12135,2018
12136,2015
12137,2026
12138,2026
12139,2042
12140,2042
12141,2055
12142,2043
12143,2043
12144,2049
12145,2038
12146,2038
12147,2041
12148,2032
12149,2032
12150,2031
12151,2038
12152,2038
12153,2023
12154,1998
12155,1998
12156,1999
12157,1999
12158,1999
12159,1990
12160,1990
12161,1987
12162,1990
12163,1990
12164,1961
12165,1969
12166,1969
12167,1986
12168,1968
12169,1968
12170,1988
12171,1972
12172,1972
12173,1969
12174,1972
12175,1972
12176,1963
12177,1963
12178,1975
12179,1990
12180,1990
12181,1967
12182,1989
12183,1989
12184,1977
12185,1993
12186,1993
12187,2022
12188,2052
12189,2052
12190,2097
12191,2164
12192,2164
12193,2195
12194,2259
12195,2259
12196,2334
12197,2334
12198,2411
12199,2490
12200,2490
12201,2498
12202,2475
12203,2475
12204,2378
12205,2246
12206,2246
12207,2111
12208,1987
12209,1987
12210,1911
12211,1850
12212,1850
12213,1830
12214,1830
12215,1824
12216,1832
12217,1832
12218,1849
12219,1858
12220,1858
12221,1863
12222,1877
12223,1877
12224,1867
12225,1888
12226,1888
12227,1899
12228,1894
12229,1894
12230,1909
12231,1909
12232,1916
12233,1913
12234,1913
12235,1921
12236,1934
12237,1934
12238,1924
12239,1937
12240,1937
12241,1926
12242,1938
12243,1938
12244,1949
12245,1952
12246,1952
12247,1958
12248,1968
12249,1968
12250,1954
12251,1966
12252,1966
12253,1980
12254,1980
12255,1975
12256,1987
12257,1987
12258,1981
12259,1976
12260,1976
12261,1987
12262,2008
12263,2008
12264,1991
12265,2019
12266,2019
12267,1998
12268,2012
12269,2012
12270,2027
12271,2027
12272,2011
12273,2031
12274,2031
12275,2042
12276,2024
12277,2024
12278,2037
12279,2057
12280,2057
12281,2033
12282,2049
12283,2049
12284,2045
12285,2058
12286,2058
12287,2051
12288,2048
12289,2048
12290,2047
12291,2068
12292,2068
12293,2053
12294,2053
12295,2051
12296,2072
12297,2072
12298,2071
12299,2075
12300,2075
12301,2082
12302,2074
12303,2074
12304,2086
12305,2099
12306,2099
12307,2088
12308,2100
12309,2100
12310,2105
12311,2105
12312,2101
12313,2111
12314,2111
12315,2113
12316,2120
12317,2120
12318,2118
12319,2117
12320,2117
12321,2127
12322,2129
12323,2129
12324,2127
12325,2133
12326,2133
12327,2126
12328,2114
12329,2114
12330,2128
12331,2128
12332,2123
12333,2110
12334,2110
12335,2103
12336,2097
12337,2097
12338,2079
12339,2087
12340,2087
12341,2070
12342,2061
12343,2061
12344,2037
12345,2024
12346,2024
12347,2019
12348,2014
12349,2014
12350,1988
12351,1988
12352,1982
12353,1956
12354,1956
12355,1954
12356,1936
12357,1936
12358,1944
12359,1920
12360,1920
12361,1914
12362,1908
12363,1908
12364,1873
12365,1881
12366,1881
12367,1895
12368,1888
12369,1888
12370,1873
12371,1873
12372,1868
12373,1885
12374,1885
12375,1878
12376,1876
12377,1876
12378,1883
12379,1891
12380,1891
12381,1884
12382,1892
12383,1892
12384,1890
12385,1904
12386,1904
12387,1923
12388,1923
12389,1913
12390,1903
12391,1903
12392,1921
12393,1937
12394,1937
12395,1937
12396,1936
12397,1936
12398,1927
12399,1948
12400,1948
12401,1960
12402,1946
12403,1946
12404,1952
12405,1950
12406,1950
12407,1954
12408,1954
12409,1961
12410,1959
12411,1959
12412,1964
12413,1964
12414,1964
12415,1975
12416,1959
12417,1959
12418,1983
12419,1954
12420,1954
12421,1967
12422,1964
12423,1964
12424,1955
12425,1954
12426,1954
12427,1974
12428,1974
12429,1959
12430,1962
12431,1962
12432,1967
12433,1954
12434,1954
12435,1967
12436,1972
12437,1972
12438,1955
12439,1969
12440,1969
12441,1960
12442,1953
12443,1953
12444,1973
12445,1973
12446,1960
12447,1961
12448,1961
12449,1969
12450,1954
12451,1954
12452,1959
12453,1976
12454,1976
12455,1974
12456,1968
12457,1968
12458,1965
12459,1953
12460,1953
12461,1963
12462,1970
12463,1970
12464,1956
12465,1956
12466,1959
12467,1970
12468,1970
12469,1951
12470,1972
12471,1972
12472,1957
12473,1968
12474,1968
12475,1987
12476,1956
12477,1956
12478,1967
12479,1984
12480,1984
12481,1980
12482,1980
12483,1973
12484,1972
12485,1972
12486,1965
12487,1982
12488,1982
12489,1985
12490,1979
12491,1979
12492,1983
12493,1985
12494,1985
12495,1971
12496,1983
12497,1983
12498,1979
12499,1984
12500,1984
12501,1996
12502,1979
12503,1979
12504,1983
12505,1983
12506,1995
12507,1979
12508,1979
12509,1989
12510,1995
12511,1995
12512,1987
12513,1990
12514,1990
12515,1987
12516,1981
12517,1981
12518,1983
12519,1984
12520,1984
12521,1979
12522,1979
12523,1986
12524,1978
12525,1978
12526,1981
12527,1980
12528,1980
12529,1975
12530,1984
12531,1984
12532,1985
12533,1980
12534,1980
12535,1996
12536,2000
12537,2000
12538,1999
12539,2018
12540,2018
12541,2022
12542,2022
12543,2017
12544,2030
12545,2030
12546,2026
12547,2040
12548,2040
12549,2054
12550,2042
12551,2042
12552,2048
12553,2042
12554,2042
12555,2027
12556,2035
12557,2035
12558,2040
12559,2022
12560,2022
12561,2026
12562,2026
12563,2018
12564,1996
12565,1996
12566,2010
12567,2003
12568,2003
12569,1996
12570,2001
12571,2001
12572,1978
12573,1988
12574,1988
12575,1985
12576,1987
12577,1987
12578,1990
12579,1990
12580,1990
12581,1980
12582,1980
12583,2000
12584,1992
12585,1992
12586,1993
12587,2002
12588,2002
12589,1991
12590,1998
12591,1998
12592,1998
12593,2017
12594,2017
12595,2042
12596,2083
12597,2083
12598,2099
12599,2147
12600,2147
12601,2204
12602,2204
12603,2247
12604,2314
12605,2314
12606,2386
12607,2430
12608,2430
12609,2453
12610,2438
12611,2438
12612,2360
12613,2241
12614,2241
12615,2121
12616,2009
12617,2009
12618,1923
12619,1867
12620,1867
12621,1848
12622,1848
12623,1856
12624,1837
12625,1837
12626,1865
12627,1878
12628,1878
12629,1883
12630,1902
12631,1902
12632,1902
12633,1911
12634,1911
12635,1919
12636,1936
12637,1936
12638,1926
12639,1926
12640,1946
12641,1944
12642,1944
12643,1953
12644,1958
12645,1958
12646,1955
12647,1958
12648,1958
12649,1963
12650,1956
12651,1956
12652,1961
12653,1977
12654,1977
12655,1965
12656,1962
12657,1962
12658,1968
12659,1973
12660,1973
12661,1985
12662,1985
12663,1997
12664,1988
12665,1988
12666,1991
12667,2004
12668,2004
12669,1981
12670,2002
12671,2002
12672,2010
12673,1996
12674,1996
12675,2015
12676,2008
12677,2008
12678,2008
12679,2008
12680,2021
12681,2029
12682,2029
12683,2010
12684,2021
12685,2021
12686,2006
12687,2016
12688,2016
12689,2028
12690,2016
12691,2016
12692,2017
12693,2025
12694,2025
12695,2023
12696,2029
12697,2029
12698,2047
12699,2047
12700,2047
12701,2047
12702,2047
12703,2045
12704,2042
12705,2042
12706,2038
12707,2042
12708,2042
12709,2051
12710,2056
12711,2056
12712,2067
12713,2076
12714,2076
12715,2063
12716,2063
12717,2070
12718,2092
12719,2092
12720,2086
12721,2086
12722,2086
12723,2094
12724,2096
12725,2096
12726,2111
12727,2114
12728,2114
12729,2107
12730,2118
12731,2118
12732,2119
12733,2115
12734,2115
12735,2132
12736,2132
12737,2104
12738,2109
12739,2109
12740,2113
12741,2094
12742,2094
12743,2103
12744,2094
12745,2094
12746,2067
12747,2077
12748,2077
12749,2063
12750,2042
12751,2042
12752,2043
12753,2018
12754,2018
12755,2002
12756,2002
12757,1994
12758,1975
12759,1975
12760,1968
12761,1937
12762,1937
12763,1934
12764,1906
12765,1906
12766,1903
12767,1894
12768,1894
12769,1877
12770,1862
12771,1862
12772,1839
12773,1839
12774,1850
12775,1852
12776,1852
12777,1836
12778,1844
12779,1844
12780,1837
12781,1830
12782,1830
12783,1840
12784,1862
12785,1862
12786,1844
12787,1861
12788,1861
12789,1861
12790,1875
12791,1875
12792,1875
12793,1875
12794,1881
12795,1890
12796,1890
12797,1901
12798,1889
12799,1889
12800,1902
12801,1912
12802,1912
12803,1910
12804,1925
12805,1925
12806,1918
12807,1920
12808,1920
12809,1931
12810,1936
12811,1936
12812,1940
12813,1943
12814,1943
12815,1935
12816,1935
12817,1948
12818,1966
12819,1966
12820,1943
12821,1952
12822,1952
12823,1980
12824,1944
12825,1944
12826,1967
12827,1970
12828,1970
12829,1953
12830,1976
12831,1976
12832,1963
12833,1963
12834,1941
12835,1968
12836,1968
12837,1968
12838,1953
12839,1953
12840,1967
12841,1964
12842,1964
12843,1948
12844,1955
12845,1955
12846,1963
12847,1960
12848,1960
12849,1951
12850,1956
12851,1956
12852,1958
12853,1958
12854,1956
12855,1960
12856,1960
12857,1954
12858,1964
12859,1964
12860,1951
12861,1949
12862,1949
12863,1966
12864,1968
12865,1968
12866,1960
12867,1970
12868,1970
12869,1975
12870,1973
12871,1973
12872,1986
12873,1986
12874,1969
12875,1993
12876,1993
12877,1972
12878,1972
12879,1972
12880,1991
12881,1980
12882,1980
12883,1977
12884,1984
12885,1984
12886,1967
12887,1990
12888,1990
12889,1990
12890,1990
12891,1972
12892,1997
12893,1997
12894,1974
12895,1981
12896,1981
12897,2000
12898,1981
12899,1981
12900,1986
12901,2006
12902,2006
12903,1969
12904,1972
12905,1972
12906,2005
12907,1984
12908,1984
12909,1989
12910,1984
12911,1984
12912,1978
12913,1978
12914,1971
12915,1982
12916,1982
12917,1982
12918,1988
12919,1988
12920,1975
12921,1986
12922,1986
12923,1983
12924,1984
12925,1984
12926,1993
12927,1992
12928,1992
12929,1991
12930,1991
12931,2011
12932,2019
12933,2019
12934,2009
12935,2031
12936,2031
12937,2032
12938,2026
12939,2026
12940,2043
12941,2054
12942,2054
12943,2033
12944,2054
12945,2054
12946,2029
12947,2029
12948,2029
12949,2047
12950,2047
12951,2012
12952,2022
12953,2022
12954,2023
12955,1989
12956,1989
12957,1999
12958,1982
12959,1982
12960,1983
12961,1971
12962,1971
12963,1962
12964,1987
12965,1987
12966,1963
12967,1963
12968,1971
12969,1981
12970,1981
12971,1962
12972,1971
12973,1971
12974,1977
12975,1981
12976,1981
12977,1980
12978,1989
12979,1989
12980,1968
12981,1966
12982,1966
12983,1991
12984,2012
12985,2012
12986,2026
12987,2026
12988,2073
12989,2105
12990,2105
12991,2149
12992,2218
12993,2218
12994,2280
12995,2378
12996,2378
12997,2468
12998,2513
12999,2513
13000,2548
13001,2511
13002,2511
13003,2408
13004,2291
13005,2291
13006,2129
13007,2129
13008,2005
13009,1929
13010,1929
13011,1872
13012,1854
13013,1854
13014,1847
13015,1840
13016,1840
13017,1842
13018,1869
13019,1869
13020,1851
13021,1865
13022,1865
13023,1893
13024,1869
13025,1869
13026,1884
13027,1884
13028,1902
13029,1898
13030,1898
13031,1917
13032,1916
13033,1916
13034,1911
13035,1920
13036,1920
13037,1953
13038,1933
13039,1933
13040,1944
13041,1934
13042,1934
13043,1943
13044,1943
13045,1948
13046,1950
13047,1950
13048,1955
13049,1964
13050,1964
13051,1955
13052,1963
13053,1963
13054,1955
13055,1965
13056,1965
13057,1967
13058,1972
13059,1972
13060,1968
13061,1984
13062,1984
13063,1991
13064,1982
13065,1982
13066,1996
13067,1996
13068,1976
13069,1999
13070,1999
13071,1998
13072,1996
13073,1996
13074,2001
13075,1995
13076,1995
13077,1995
13078,2008
13079,2008
13080,2015
13081,2014
13082,2014
13083,2028
13084,2028
13085,2014
13086,2023
13087,2023
13088,2036
13089,2037
13090,2037
13091,2035
13092,2036
13093,2036
13094,2031
13095,2046
13096,2046
13097,2049
13098,2053
13099,2053
13100,2063
13101,2060
13102,2060
13103,2053
13104,2053
13105,2070
13106,2073
13107,2073
13108,2076
13109,2095
13110,2095
13111,2078
13112,2088
13113,2088
13114,2111
13115,2113
13116,2113
13117,2116
13118,2128
13119,2128
13120,2113
13121,2112
13122,2112
13123,2136
13124,2136
13125,2112
13126,2123
13127,2123
13128,2129
13129,2113
13130,2113
13131,2105
13132,2104
13133,2104
13134,2097
13135,2092
13136,2092
13137,2089
13138,2065
13139,2065
13140,2065
13141,2048
13142,2048
13143,2039
13144,2039
13145,2019
13146,2009
13147,2009
13148,1992
13149,1975
13150,1975
13151,1974
13152,1960
13153,1960
13154,1936
13155,1928
13156,1928
13157,1919
13158,1912
13159,1912
13160,1889
13161,1887
13162,1887
13163,1876
13164,1876
13165,1874
13166,1877
13167,1877
13168,1867
13169,1870
